country,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,commissioning_year,error_flags,anomaly_score,is_anomaly
ITA,NUOVA GABBRO,WRI1021705,19.0,42.2612,10.8853,Geothermal,2002.0,,0.1903,False
USA,Nexamp Peak CSG,USA0060879,2.0,42.5621,-73.2871,Solar,2016.0,,0.1883,False
CAN,William Rutley,CAN0008561,10.0,45.0076,-74.9746,Solar,,,0.1778,False
USA,Oak Street Solar,USA0063690,3.5,42.1486,-72.4969,Solar,2020.0,,0.1867,False
PAN,Divisa Solar,WKS0065072,9.9,8.185,-80.711,Solar,,,0.0972,False
IND,KAKATIYA TPP,IND0000171,1100.0,18.3835,79.8265,Coal,2012.0,,-0.0224,True
DEU,Kleinaitingen Solar Power Plant,WRI1030372,5.0,48.2145,10.8664,Solar,,,0.1923,False
BRA,Rio Tigre,BRA0002514,2.08,-27.1231,-52.7658,Hydro,1964.0,,0.0884,False
USA,Buddy Solar,USA0058735,4.0,35.5419,-80.3633,Solar,2015.0,,0.1806,False
FRA,Vitrolles,WRI1024661,8.36897,43.45,5.2634,Solar,,,0.1924,False
GBR,Testwood Water Supply Works,GBR0006329,1.9,50.9325,-1.4979,Solar,,,0.1888,False
CHN,Datang Heshan power station,WRI1070374,1330.0,23.8218,108.8669,Coal,2003.0,,-0.0359,True
GBR,East Culkae,WKS0065372,3.9,54.79,-4.445,Solar,,,0.1636,False
USA,Bayshore Solar A  LLC,USA0060481,20.0,34.6678,-118.2981,Solar,2018.0,,0.1426,False
BRA,Hospital São Vicente de Paulo,BRA0031748,1.68,-28.256,-52.403,Oil,2015.0,,0.0785,False
GBR,Wheal Jane,GBR0001032,1.42,50.2376,-5.1228,Solar,,,0.1877,False
CHN,Changji Fukang power station,WRI1070227,270.0,44.1419,88.017,Coal,2010.0,,0.0723,False
CHN,Tianjin Binhai,WKS0065772,170.0,39.128,117.652,Solar,,,0.0942,False
CZE,Dřínov Solar Power Plant,WRI1029481,2.5,49.2887,17.2316,Solar,,,0.1819,False
GBR,Mynydd Portref Wind Farm extension,GBR0004194,12.0,51.5604,-3.4496,Wind,,,0.1877,False
IND,Gangapura,WKS0064345,7.0,27.925,72.891,Solar,,,0.1367,False
IND,EMCO Sonurle Wind Farm,WRI1026662,9.0,16.8265,73.9269,Wind,,,0.121,False
CHL,LIRCAY,CHL0001063,19.0,-35.5373,-71.2614,Hydro,,,0.0209,False
USA,TalenEnergy Martins Creek LLC Lock Haven,USA0003147,18.5,41.1189,-77.4709,Oil,1969.0,,0.1821,False
TUR,Askale,WKS0071381,5.9,39.938,40.6854,Solar,,,0.1585,False
USA,Thunderbird Generator (Tbird),USA0063575,1.0,38.4689,-96.2536,Oil,2019.0,,0.1756,False
BRA,Areia Branca,BRA0030340,27.3,-4.9686,-36.9009,Wind,2014.0,,0.103,False
GBR,Fen Road Solar Farm,GBR0001367,1.441,52.9658,-0.0717,Solar,,,0.1787,False
ESP,CTCC ESCOMBRERAS,WRI1006415,815.64,37.5732,-0.9392,Gas,2006.0,,0.0128,False
GBR,Allt Garbh hydro,GBR0000454,1.5,57.2559,-5.0186,Hydro,,,0.1443,False
CHN,Huadian Yaochi Power station Unit 2,WRI1070496,200.0,35.0623,108.0755,Coal,2010.0,,0.0914,False
MEX,Azucarera La Fé,MEX0006648,13.1,16.2767,-92.4541,Biomass,,,0.1126,False
RUS,TPP VTI,WRI1061846,18.0,55.7053,37.6488,Other,,,0.1266,False
PHL,SaCaSol 1C/D,WKS0064793,23.0,10.523,123.43,Solar,,,0.0743,False
CHE,Wolfenschiessen,WRI1004644,6.6,46.9032,8.3942,Hydro,1945.0,,0.1903,False
USA,OCI Alamo Solar I Hybrid,USA0058537,41.7,29.2717,-98.4447,Solar,2014.0479616306957,,0.1263,False
GTM,Ortitlán,WRI1061454,25.2,14.41,-90.607,Geothermal,2007.0,,0.0988,False
CAN,Hollow Bridge,CAN0007951,5.3,45.0036,-64.3764,Hydro,,,0.1597,False
AUT,Greifenstein,WRI1005179,,48.3553,16.2424,Hydro,1985.0,MISSING_CAPACITY,0.1826,False
USA,Shoshone (WY),USA0004183,3.0,44.5029,-109.1812,Hydro,1922.0,,0.141,False
USA,Elwood Energy Storage Center,USA0059959,19.8,41.8969,-88.2227,Storage,2015.0,,0.1769,False
ESP,Azonilla,WKS0065994,8.0,38.7462,-5.5308,Solar,,,0.1823,False
CHN,Ganluo Aga,WRI1072115,21.0,28.7597,102.8567,Hydro,,,0.1278,False
USA,Water Treatment Plant Generators,USA0056368,1.8,38.7607,-77.6209,Oil,2007.0,,0.186,False
FRA,Étampes,WRI1025256,2.126,48.4218,2.1378,Biomass,,,0.1934,False
ESP,P. E. VIRGEN DE BELEN I (AMPL. 10000 KW  2-2-06),WRI1006885,57.52,38.8795,-1.3123,Wind,2001.0,,0.1583,False
ESP,Finca Verde,WKS0060178,9.0,28.1564,-16.4852,Solar,,,0.1326,False
RUS,Volgodonsk cogeneration station-2,WRI1061768,420.0,47.4961,42.2106,Gas,,,0.0568,False
USA,Thornton PV1,USA0059152,5.0,35.3958,-77.6617,Solar,2016.0,,0.1805,False
USA,Roadrunner Solar,USA0057338,20.2,31.7928,-106.6733,Solar,2011.0,,0.1403,False
FRA,Besset,WRI1025104,3.00144,43.0723,1.8467,Solar,,,0.1949,False
GBR,Crockbrack,GBR0003713,,54.6145,-6.9552,Wind,,MISSING_CAPACITY,0.1565,False
USA,Dow Jones South Brunswick Solar,USA0057397,4.1,40.3698,-74.5868,Solar,2011.0,,0.1875,False
ESP,EL CERRO - AMPLIACION (DE 1206),WRI1006436,30.0,40.3167,-5.9167,Wind,,,0.1747,False
CHL,Diego de Almagro Emelda,WKS0062320,21.0,-26.371,-70.067,Solar,,,0.0684,False
CHN,Shijiashan A,WKS0073308,100.0,32.345,112.836,Solar,,,0.11,False
USA,Horseshoe Bend Hydroelectric Co,USA0054524,9.4,43.9041,-116.2442,Hydro,1995.0,,0.1385,False
USA,Fennimore,USA0004114,7.4,42.9828,-90.6558,Oil,1988.810810810811,,0.1791,False
USA,Quincy II Solar Garden,USA0061752,1.5,39.6384,-104.6625,Solar,2018.0,,0.1605,False
CHN,Guilin Chongkou Landfill,WRI1072173,1.0,25.2047,110.178,Gas,,,0.1128,False
DEU,Altenburg Flugplatz Solar Power Plant,WRI1030190,12.1,7.1713,-20.7724,Solar,,OCEAN_COORDS,0.1014,False
USA,Pit 3,USA0000266,,40.9974,-121.7481,Hydro,1925.0,MISSING_CAPACITY,0.1336,False
DEU,Feuchtwangen,WKS0073076,5.0,49.204,10.245,Solar,,,0.1917,False
USA,Flos Inn Diesel,USA0001514,6.0,46.71,-67.9556,Oil,1959.0,,0.1576,False
AZE,Baku TEC,WRI1002182,107.0,40.3734,49.9192,Gas,2000.0,,0.1168,False
CAN,Bornish,CAN0007689,72.9,43.1128,-81.7024,Wind,,,0.1576,False
SGP,SembCorp Pulau Sakra CCGT Cogen Power Station Singapore,GEODB0004959,1215.0,1.254,103.7026,Gas,,,-0.072,True
JPN,Awaji Kifune Solar Power Plant,WRI1026467,34.7,34.587,134.9754,Solar,,,0.0871,False
SDN,Khartoum North,WRI1023173,351.0,15.65,32.563,Oil,,,0.0359,False
BRA,Coruripe Energética - Filial Campo Florido,BRA0029703,30.0,15.8541,-27.7174,Biomass,2008.0,OCEAN_COORDS,0.1166,False
CHN,Fourth Cascade Buguanhe River,WRI1072494,6.0,24.5695,101.1765,Hydro,,,0.1302,False
IND,HINGOLI MILL,WRI1019957,18.9,19.2829,77.1384,Biomass,,,0.1231,False
CHN,Cgn Xinxing Wind,WRI1072081,47.0,22.379,111.96,Wind,,,0.106,False
FRA,Cabasse,WRI1024219,12.0952,43.427,6.2324,Solar,,,0.1918,False
BRA,Atalaia do Norte,BRA0000168,1.52,-4.3316,-70.1461,Oil,1994.0,,0.0968,False
CHN,Shexian A,WKS0073727,10.0,36.624,113.683,Solar,,,0.1372,False
USA,International Paper Eastover Facility,USA0052151,109.6,33.8872,-80.6397,Biomass,1987.9087591240875,,0.1401,False
IRN,Razi Petroshimi,WRI1008174,252.0,30.4357,49.1089,Gas,1993.0,,0.0768,False
USA,Flat Meeks PV 1,USA0059514,,35.8067,-77.2706,Solar,2017.0,MISSING_CAPACITY,0.178,False
USA,Ashland,USA0001259,,37.1938,-99.7631,Oil,1983.196428571428,MISSING_CAPACITY,0.1688,False
USA,Las Animas,USA0000507,5.6,38.0647,-103.2159,Oil,1958.5,,0.1655,False
CAN,Corra Linn,CAN0007783,51.0,49.4689,-117.4686,Hydro,,,0.0944,False
FRA,Luc-la-Primaube,WRI1025291,1.99701,44.3056,2.5367,Solar,,,0.1926,False
GBR,Land west of Welton Road,GBR0005412,4.4,54.8089,-3.0022,Solar,,,0.1661,False
TUR,Çan-1 power station,WRI1018717,320.0,40.0232,26.9768,Coal,2003.0,,0.0864,False
ESP,P.E. ALDEAVIEJA,WRI1006925,14.52,40.7067,-4.5002,Wind,2000.0,,0.1841,False
FRA,Montjoyer,WRI1024560,9.75,44.4825,4.8779,Wind,,,0.1931,False
FRA,Crèvecoeur-le-Grand,WRI1024312,12.0,49.6128,2.0851,Wind,,,0.1918,False
FRA,Avesnes-en-Bray,WRI1024329,12.0,49.473,1.6756,Wind,,,0.1924,False
IND,DULHASTI,IND0000107,390.0,33.3691,75.7985,Hydro,2007.0,,0.0529,False
USA,KC Energy LLC,USA0056625,4.0,43.6292,-95.4169,Wind,2008.0,,0.1749,False
USA,Elk Basin Gasoline Plant,USA0052127,2.0,44.9806,-108.8428,Gas,1948.0,,0.1386,False
CHN,Guangdong Zhanjiang Yangqian Wind,WRI1071139,49.0,20.5803,110.4825,Wind,,,0.1019,False
USA,Lepomis PV Energy LLC,USA0059085,4.5,41.8572,-70.5583,Solar,2014.0,,0.1812,False
FRA,Aléria,WRI1025040,3.66198,42.1061,9.496,Solar,,,0.1914,False
USA,Iron Horse Battery Storage Hybrid,USA0060996,12.0,32.0985,-110.8191,Storage,2017.0,,0.1374,False
USA,Godwin Drive Plant,USA0007439,6.300000000000001,38.7405,-77.5081,Oil,1990.984126984127,,0.1847,False
FRA,Grand-Fougeray,WRI1024191,12.4,47.7339,-1.7279,Wind,,,0.1897,False
BRA,Simasa,BRA0028500,8.0,-4.8843,-47.3764,Biomass,2003.0,,0.1131,False
BRA,Continental,BRA0031446,8.0,-20.1818,-48.6887,Biomass,2006.0,,0.1067,False
BRA,Colônia,BRA0030295,,-3.5422,-38.8784,Wind,2014.0,MISSING_CAPACITY,0.1121,False
USA,George Johnson,USA0001877,51.0,43.8393,-85.426,Gas,1999.862745098039,,0.1595,False
FRA,Brive-la-Gaillarde,WRI1025369,1.70945,45.1434,1.519,Solar,,,0.1901,False
JPN,Niihama Nishi power station,WRI1020043,300.0,33.9545,133.2491,Coal,1984.0,,0.0428,False
USA,Hecate Energy Beacon Solar 1,USA0059315,56.0,35.2694,-118.0144,Solar,2017.0,,0.1265,False
USA,Southerland Farm Solar,USA0060553,5.0,36.2656,-78.3678,Solar,2016.0,,0.1785,False
PER,AguaytÍa,WRI1022062,203.0,-9.0288,-75.4926,Gas,,,0.0264,False
GBR,Lairg Wind Farm,GBR0002796,7.5,58.0027,-4.3487,Wind,,,0.1435,False
BRA,Ester,BRA0000912,,-22.6533,-47.2014,Biomass,1954.0,MISSING_CAPACITY,0.1048,False
USA,Kapolei Solar Energy Park,USA0058684,1.0,21.3211,-158.1175,Solar,2012.0,,0.0227,False
GBR,Stob House Farm,GBR0005664,4.9,-13.6066,77.0393,Solar,,OCEAN_COORDS,0.0627,False
CZE,Krhanice Solar Power Plant,WRI1029770,1.3,49.8549,14.5662,Solar,,,0.1806,False
USA,Ripon Generation Station,USA0056135,121.0,37.7315,-121.116,Gas,2006.0,,0.0971,False
USA,Valley View Transmission LLC,USA0057434,10.0,43.9028,-96.0217,Wind,2011.0,,0.1741,False
CAN,Clover Bar,CAN0002039,250.0,53.5871,-113.3652,Gas,,,0.0213,False
GBR,SAICA Paper Mill,GBR0000132,41.6,53.4251,-2.4195,Biomass,,,0.1619,False
GBR,Barugh Farm,GBR0001838,,54.1751,-1.4955,Solar,,MISSING_CAPACITY,0.1706,False
DEU,Rohrbuckel Solar Power Plant,WRI1030292,1.1,49.3169,8.9867,Solar,,,0.1886,False
BRA,Canatiba Tupis,BRA0031726,2.7,-22.7731,-47.366,Oil,2014.0,,0.1052,False
USA,NHA at Mansfield NJ,USA0060378,5.0,40.76,-74.935,Solar,2016.0,,0.1878,False
JPN,Anan,WRI1000663,1245.0,33.8787,134.6534,Oil,,,-0.0383,True
CHN,Shajiabang A,WKS0066760,6.0,31.546,120.807,Solar,,,0.1246,False
CHN,Gansu Huadian Minqin,WRI1025973,10.0,38.95,102.47,Solar,,,0.1395,False
IND,BSES Kerala CCGT,IND0000068,165.0,10.074,76.3188,Gas,1999.0,,0.0554,False
USA,South Texas Project,USA0006251,2708.6,28.795,-96.0481,Nuclear,1988.5,,-0.1459,True
MAR,MANSOUR ED DAHBI,WRI1023697,10.0,30.9125,-6.76,Hydro,1973.0,,0.1544,False
ISR,Mount Gilboa,WRI1061482,21.0,32.4664,35.4256,Wind,2017.0,,0.1466,False
BRA,Riachão VI,BRA0030872,29.7,-5.5376,-35.4467,Wind,2015.0,,0.097,False
CHE,Felsen,WRI1004170,1.45,47.0906,9.343,Hydro,,,0.1875,False
AUS,Tea Tree Gully,AUS0000344,1.0,-34.8303,138.7129,Waste,,,-0.0446,True
NZL,Patea,WRI1000341,32.0,-39.7583,174.4833,Hydro,1984.0,,-0.0978,True
CHN,Qingshui River Dahuashui,WRI1072311,200.0,26.8618,107.2737,Hydro,,,0.0818,False
GBR,Maes Bach,GBR0002243,4.5594,51.5639,-3.2916,Solar,,,0.1888,False
GBR,Basingstoke Sewage Treatment Works,GBR0006054,1.2,51.2917,-1.0343,Biomass,,,0.1879,False
BRA,Ventos de Santo Augusto V,BRA0031661,29.6,-7.4093,-40.6951,Wind,2016.0,,0.0982,False
ITA,TERNI,WRI1021298,,42.554,12.6176,Gas,,MISSING_CAPACITY,0.1887,False
BEL,DOEL 4,WRI1002223,2910.0,51.3254,4.2597,Nuclear,1985.0,,-0.145,True
CHN,Zhoutian,WRI1071732,10.0,24.947,113.781,Hydro,,,0.1163,False
BRA,Rio de Pedras,BRA0002345,9.28,-20.2139,-43.7317,Hydro,,,0.0981,False
DEU,GKH Hannover power station,WRI1005697,272.0,52.42,9.6486,Coal,1989.0,,0.0979,False
IND,BINWA,IND0000060,6.0,32.1121,76.6537,Hydro,1984.0,,0.1436,False
RUS,GT CHP Shelkovskaya,WRI1062185,18.0,55.9171,37.9736,Gas,,,0.1246,False
USA,Big Thompson,USA0000515,4.5,40.421,-105.2238,Hydro,1959.0,,0.1574,False
FRA,Miramont-de-Comminges,WRI1024936,4.7,43.0912,0.7558,Hydro,,,0.1944,False
IND,Boram Palli,WKS0061165,20.0,14.577,77.186,Solar,,,0.1156,False
USA,Orion Solar I,USA0058718,,35.1507,-118.875,Solar,2014.0,MISSING_CAPACITY,0.1441,False
CHN,Xidahe,WRI1072513,21.0,38.133,101.405,Hydro,,,0.1427,False
BRA,Cascata Chupinguaia,BRA0029373,9.6,-12.7139,-60.8717,Hydro,2009.0,,0.1,False
FRA,Ouzouer-le-Marché,WRI1024510,10.0,47.9028,1.5339,Wind,,,0.193,False
IND,ALIYAR,IND0000004,60.0,10.4547,77.0078,Hydro,1970.0,,0.091,False
GBR,Achanalt,GBR0000468,3.0,57.6108,-4.916,Hydro,,,0.1447,False
USA,Perdue Bridgeville Photovoltaic,USA0057772,1.3,38.7577,-75.602,Solar,2011.0,,0.1845,False
ALB,Shkopet,WRI1002173,,41.6796,19.8305,Hydro,1963.0,MISSING_CAPACITY,0.1845,False
GBR,Millennium Windfarm,GBR0004682,40.0,57.1552,-4.8836,Wind,,,0.1289,False
DEU,Gattendorf,WKS0062553,10.0,50.3471,11.982,Solar,,,0.1867,False
CZE,Kosořín 1 Solar Power Plant,WRI1029664,2.0,49.9797,16.2381,Solar,,,0.1828,False
GBR,Meteor Business Park,GBR2001181,1.5,51.8965,-2.1712,Storage,,,0.1873,False
DEU,Dießen am Ammersee A,WKS0067726,4.0,47.9727,11.03,Solar,,,0.1918,False
JPN,Okumino,WRI1000704,1500.0,35.7387,136.6709,Hydro,,,-0.0647,True
VNM,Tuy Phong,WRI1030750,,11.2122,108.2,Wind,,MISSING_CAPACITY,0.0953,False
CZE,Hulín Solar Power Plant,WRI1029484,1.7,49.3127,17.4521,Solar,,,0.1808,False
GBR,Broomhill,GBR0002983,8.0,54.7502,-1.7607,Wind,,,0.1666,False
BRA,PSJ,BRA0030252,,-23.3013,-45.9564,Oil,2008.0,MISSING_CAPACITY,0.0987,False
USA,Dulles,USA0060182,2.0,34.0301,-117.5178,Solar,2016.0,,0.1441,False
MDG,Antelomita,WRI1023097,8.9,-19.0119,47.7033,Hydro,,,0.0562,False
CAN,Brandon,CAN1060098,98.0,49.8453,-99.8918,Coal,1958.0,,0.1112,False
ITA,ACCEGLIO,WRI1021706,,44.4742,7.0183,Hydro,,MISSING_CAPACITY,0.1916,False
GTM,Jaguar Energy power station,WRI1061416,300.0,14.1107,-90.7227,Coal,2016.0,,0.0347,False
USA,Broken Bow,USA0002221,8.7,41.4031,-99.6392,Gas,1960.6436781609195,,0.1683,False
JPN,Shizukuishi,WKS0063776,24.8,39.718,141.007,Solar,,,0.0697,False
FRA,Ferme Du Plateau,WKS0069142,10.0,49.196,-0.304,Solar,,,0.1952,False
BRA,Santa Branca,BRA0002696,56.05,-23.3756,-45.8761,Hydro,1999.0,,0.0648,False
DEU,HKW Erlangen (Coal),WRI1005784,17.4,49.5928,11.0015,Coal,1980.0,,0.1871,False
CAN,Saint-Damase,CAN0008320,23.5,48.6248,-67.8674,Wind,,,0.1478,False
USA,Laurel Hill Wind,USA0057744,69.0,41.5323,-77.0296,Wind,2012.0,,0.1619,False
USA,ATT North Watney,USA0063605,2.0,38.2363,-122.0778,Gas,2020.0,,0.14,False
CHN,Baozhusi,WRI1000499,700.0,32.52,105.61,Hydro,1996.0,,0.0328,False
USA,Cosgrove Intake and Power Station,USA0010825,3.2,42.4044,-71.6872,Hydro,1969.0,,0.1867,False
CHN,Shandong Haiyang Qiuershan Wind,WRI1071078,15.0,36.6036,120.9656,Wind,,,0.1293,False
USA,Johnson 1 Community Solar,USA0061686,1.0,45.4832,-92.8152,Solar,2018.0,,0.1646,False
JPN,Chiba,WRI1000627,2880.0,35.5648,140.1053,Gas,,,-0.1386,True
GBR,Little Barford GT,GBR1000378,17.0,52.2046,-0.2693,Gas,,,0.1874,False
JPN,Nanao,WKS0067802,27.0,37.065,136.959,Solar,,,0.0851,False
MEX,Valentín Gómez Farías (Agua Prieta),MEX0001867,240.0,20.7008,-103.245,Hydro,,,0.0417,False
USA,Telfair Thompson,USA0062883,1.9,32.0586,-82.8718,Solar,2019.0,,0.1645,False
BRA,Funil,BRA0027046,30.0,-14.1833,-39.4667,Hydro,1970.0,,0.0937,False
ESP,P. E. LAS CABRILLAS,WRI1006819,28.5,40.5327,-0.2625,Wind,2007.0,,0.1788,False
USA,1025 Traveller Solar  LLC,USA0062660,5.0,35.4273,-79.1263,Solar,2019.0,,0.1814,False
BRA,Celpav II,BRA0000740,32.6,-21.5487,-47.7725,Oil,,,0.091,False
BRA,INPLASUL,BRA0033941,3.624,-26.2425,-52.6916,Oil,2015.0,,0.0936,False
CHN,Changfeng Floating C,WKS0073776,60.0,32.256,117.152,Solar,,,0.1237,False
USA,SEGS IV,USA0010440,34.2,35.0122,-117.5557,Solar,1987.0,,0.1363,False
CZE,Bežerovice Solar Power Plant,WRI1029602,3.0,49.2894,14.4844,Solar,,,0.1853,False
ITA,LAMARMORA,WRI1002898,,45.5248,10.2273,Oil,,MISSING_CAPACITY,0.1874,False
CHN,Weiqiao Zouping-6 power station,WRI1070291,2640.0,36.8979,117.7844,Coal,2014.0,,-0.1034,True
BRA,REB Cassino II,BRA0030477,20.0,-32.2103,-52.2114,Wind,2015.0,,0.0545,False
UKR,Kramatorskaya power station,WRI1075856,120.0,48.7477,37.5723,Coal,1974.0,,0.1251,False
USA,Valencia,USA0006515,108.0,31.3635,-110.9313,Gas,1997.5,,0.102,False
SWE,Forsmark,WRI1002098,3227.0,60.4028,18.1744,Nuclear,,,-0.1725,True
GBR,Laurelhill,GBR2001106,8.5,3.7079,-162.7957,Solar,,OCEAN_COORDS,-0.0121,True
FRA,Aghione 2,WKS0070583,,42.0849,9.3986,Solar,,MISSING_CAPACITY,0.1916,False
FRA,Loon-Plage,WRI1024309,12.0,51.0011,2.2229,Wind,,,0.1898,False
IND,Challakere,WKS0071319,10.0,14.2,76.69,Solar,,,0.1134,False
ARG,CT PINAMAR,ARG0000027,21.0,-37.0953,-56.8789,Gas,,,0.033,False
USA,Carson Ice-Gen Project,USA0007527,125.5,-25.7516,78.2603,Gas,1995.0,OCEAN_COORDS,0.0027,False
CUB,Antonio Maceo (rente) Powerplant,WRI1002018,450.0,19.9945,-75.8706,Oil,,,0.0261,False
BRA,Rical,BRA0029747,2.2880000000000003,-12.7276,-60.1283,Biomass,,,0.1011,False
USA,Berry Cogen,USA0050170,38.7,35.093,-119.4436,Gas,1987.0,,0.1291,False
USA,Winter,USA0008013,5.6,45.8367,-90.9735,Oil,2002.0,,0.1693,False
GBR,Energy Works (Hull),GBR2001014,25.0,53.7585,-0.3304,Biomass,,,0.1694,False
CHN,Jinghong Mengsong,WRI1072401,10.0,22.2003,100.8678,Hydro,,,0.1222,False
BGD,Thakurgaon (RZ),WRI1029262,47.0,26.0383,88.4256,Oil,,,0.1192,False
GBR,Chapel Lane Parley Solar Farm Phase 1,GBR0002282,20.0,50.7918,-1.8612,Solar,,,0.1898,False
GBR,Aldi - Cardiff,GBR0006486,1.5,51.5002,-3.1181,Solar,,,0.1876,False
USA,Market Farm,USA0059105,4.9,36.3903,-79.6472,Solar,2014.0,,0.1801,False
JPN,Kamaishi Works power station,WRI1020048,149.0,39.2688,141.8766,Coal,2000.0,,0.0417,False
GBR,Summercourt Solar Farm (Glebe Farm),GBR0001065,1.1,50.3734,-4.9579,Solar,,,0.1871,False
CHL,Pampa Sur,WKS0062288,85.7,-25.536,-70.178,Solar,,,0.0341,False
BRA,Central de Cogeração Shopping Caxias,BRA0030100,1.3,-22.7818,-43.3025,Gas,2008.0,,0.0912,False
USA,Raritan ITS,USA0059059,2.0,40.5744,-74.6542,Solar,2010.0,,0.1874,False
GBR,Storr Lochs,GBR1000431,2.4,57.3,-6.25,Hydro,,,0.1417,False
CHN,Kunshan Coal,WRI1070159,50.0,31.4091,120.923,Coal,2003.0,,0.1141,False
CMR,Garoua,WRI1023032,16.0,9.3,13.4,Oil,,,0.1033,False
JPN,Sanda Hyōgo,WKS0068115,15.0,34.8901,135.1734,Solar,,,0.0928,False
USA,North Kern State Prison Phase II,USA0063651,4.0,35.7804,-119.3088,Solar,2012.0,,0.1454,False
BRA,Moinho,BRA0029725,13.7,-27.7539,-51.3122,Hydro,2011.0,,0.0845,False
DEU,Schneebergerhof Solar Power Plant,WRI1030268,1.1,-24.4028,75.3152,Solar,,OCEAN_COORDS,0.0464,False
BRA,Bompreço Maceió,BRA0031495,1.0,-9.6618,-35.7258,Oil,2013.0,,0.0942,False
CAN,East LFG,CAN0007830,,43.1216,-79.1739,Biomass,,MISSING_CAPACITY,0.183,False
DEU,Hastedt power station,WRI1005903,119.0,53.0601,8.8733,Coal,1989.0,,0.1269,False
CHL,COYA,CHL0001025,12.0,-34.2049,-70.5257,Hydro,,,0.027,False
EGY,Siwa,WKS0068927,10.0,29.178,25.516,Solar,,,0.1393,False
RUS,Irkutsk TPP-1,WRI1061827,185.0,52.5656,103.9317,Coal,,,0.057,False
USA,Cold Canyon 1,USA0058379,1.5,35.1867,-120.5994,Waste,2013.0,,0.1417,False
CHN,Huaneng Pingliang power station,WRI1070056,,35.5014,106.7871,Coal,2006.0,MISSING_CAPACITY,0.1459,False
CHN,Zhuanjingzhen A,WKS0069990,75.0,37.54,107.772,Solar,,,0.1271,False
USA,Stage Gulch Solar,USA0061791,1.0,38.2168,-122.5429,Solar,2018.0,,0.1343,False
USA,Glendo,USA0004177,38.0,42.4673,-104.9555,Hydro,1959.0,,0.1464,False
CHL,HIDROBONITO MC1,CHL0001048,9.0,-40.9178,-72.4036,Hydro,,,-0.0023,True
CAN,Sakwi Creek,CAN0008627,6.0,49.3326,-121.8801,Hydro,,,0.1104,False
USA,Hampden,USA0060494,3.2,42.0447,-72.4388,Solar,2015.0,,0.1865,False
BRA,São Jorge,BRA0027153,2.3000000000000003,-25.0256,-50.0511,Hydro,,,0.0941,False
CHN,Yulin Methanol power station,WRI1075783,300.0,38.5799,109.9338,Coal,2008.0,,0.0802,False
USA,Central Plant,USA0010280,4.1,34.8718,-82.366,Oil,1999.9512195121952,,0.1753,False
CAN,Rundle,CAN0008310,50.0,51.0887,-115.3736,Hydro,,,0.0883,False
IND,Tadas wind farm,WRI1026660,100.0,15.1069,75.1661,Wind,,,0.0933,False
CHN,Zhumadian-3 power station,WRI1070137,660.0,33.0419,114.0536,Coal,2011.0,,0.0317,False
USA,Altamont Gas Recovery,USA0050571,,37.7493,-121.6499,Waste,1989.0,MISSING_CAPACITY,0.1379,False
GBR,Steven's Croft,GBR0000196,50.0,55.1524,-3.3809,Cogeneration,,,0.14,False
FRA,Saint-Girons,WRI1024929,4.79,42.9756,1.1531,Hydro,,,0.196,False
POL,Krępna,WRI1061540,,50.4483,17.9577,Hydro,2004.0,MISSING_CAPACITY,0.1781,False
