country,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,commissioning_year,error_flags,anomaly_score,is_anomaly
DEU,BHKW an Klinkerweg,WRI1005587,10.2,51.2169,6.9473,Gas,2000.0,,0.1855,False
CZE,Hrabětice Solar Power Plant,WRI1029611,1.8,48.7952,16.4237,Solar,,,0.1843,False
USA,NHH004 Winthrop Fuel Cell,USA0063649,1.0,40.6568,-73.9467,Gas,2018.0,,0.1837,False
BRA,Faísa IV,BRA0030329,25.2,-3.3221,-39.2671,Wind,2014.0,,0.1061,False
GBR,Brazier Landfill Scheme,GBR0000507,,51.8157,-0.056,Waste,,MISSING_CAPACITY,0.1882,False
NZL,Mill Creek,WRI1022455,59.8,-41.2097,174.7294,Wind,2014.0,,-0.111,True
BRA,Buriti,BRA0030420,,-20.2147,-47.6444,Biomass,2011.0,MISSING_CAPACITY,0.1055,False
CHN,SPIP} E,WKS0065083,50.0,43.01,93.588,Solar,,,0.1296,False
KEN,Gitaru,WRI1000039,225.0,-0.7967,37.7497,Hydro,1978.0,,0.0232,False
USA,Meldahl Hydroelectric Project,USA0056872,105.0,38.7914,-84.173,Hydro,2016.0,,0.1469,False
USA,City & County of Denver at Denver Int'l,USA0057645,3.4,39.9041,-104.6542,Solar,2011.0,,0.1614,False
MEX,Hidroelectricas Virita,MEX0006631,2.6,18.8327,-97.1004,Hydro,,,0.1134,False
USA,DG Dighton LLC CSG,USA0061634,3.1,41.8015,-71.1448,Solar,2017.0,,0.1851,False
USA,Red Pine Wind Project,USA0061357,200.0,44.478,-96.1538,Wind,2018.0,,0.1056,False
IND,Sharah Bhiyanimani RR,WKS0065657,10.0,28.023,73.061,Solar,,,0.1353,False
EGY,Wadi Hof,WRI1000072,100.0,29.8757,31.3194,Gas,1985.0,,0.1106,False
CHN,Datang Jingtai power station,WRI1070368,1320.0,37.2316,104.1681,Coal,2009.0,,-0.0197,True
USA,Temple Solar Arrays,USA0060848,,40.4235,-75.9252,Solar,2011.0,MISSING_CAPACITY,0.1834,False
CHN,Panbei power station,WRI1070211,600.0,26.0645,104.5341,Coal,2014.0,,0.0323,False
FRA,Castanet-le-Haut,WRI1024157,13.8,43.6735,2.9543,Wind,,,0.193,False
CZE,Nová Včelnice Solar Power Plant,WRI1029456,2.4,49.2282,15.0642,Solar,,,0.1853,False
GBR,Kilbraur Windfarm,GBR0003202,47.5,58.0404,-4.0588,Wind,,,0.1193,False
USA,Blount Street,USA0003992,100.0,43.0789,-89.3744,Gas,1959.0,,0.1499,False
GRC,TSOUKA TSOUGARI,WRI1026622,12.0,38.2713,24.2366,Wind,2000.0,,0.1674,False
IRN,Kahak,WRI1008146,100.0,36.1309,49.7262,Wind,2014.0,,0.1144,False
GBR,Upper Farm solar park,GBR0002082,12.0,51.1721,-1.0997,Solar,,,0.1889,False
USA,St Nicholas Cogen Project,USA0054634,99.2,40.8222,-76.1736,Coal,1990.0,,0.1513,False
FRA,Saint-Denis,WRI1024817,,-20.933,55.4471,Solar,,MISSING_CAPACITY,0.0504,False
CHN,Huaneng Gansu Jinchang,WRI1025969,20.0,38.49,102.32,Solar,,,0.1401,False
BRA,Rondinha,BRA0030382,,-26.6825,-52.045,Hydro,2014.0,MISSING_CAPACITY,0.0914,False
CHN,Shanxi Yangcheng Coal Mine Methane,WRI1071024,16.0,16.8826,-32.5028,Gas,,OCEAN_COORDS,0.122,False
THA,Bang Pakong,WRI1000161,4384.0,13.501,101.0253,Gas,,,-0.1612,True
FRA,Beaucens,WRI1025103,3.014,42.9519,0.0232,Hydro,,,0.1945,False
NLD,Egmond aan Zee,WRI1005312,108.0,52.6061,4.4188,Wind,2006.0,,0.1366,False
URY,PARQUE EÓLICO MALDONADO II,URY0000818,,-34.4397,-54.8887,Wind,,MISSING_CAPACITY,0.0398,False
FRA,Anetz,WRI1025740,1.05656,47.3811,-1.0942,Solar,,,0.1906,False
GHA,Aksombo,WRI1000011,1038.0,6.2998,0.0594,Hydro,1961.0,,-0.0552,True
USA,Alpaugh North,USA0058002,20.0,35.9025,-119.4428,Solar,2013.0,,0.1414,False
GBR,Hywind Scotland Pilot Park (Hywind 2) Demonstrator,GBR0002479,30.0,57.5075,-1.4426,Wind,,,0.1305,False
FRA,Fontpédrouse,WRI1024536,10.0,42.463,2.1949,Hydro,,,0.1945,False
USA,RJC II Community Solar Garden,USA0061670,,44.1389,-93.2572,Solar,2018.0,MISSING_CAPACITY,0.1753,False
OMN,Sohar Alumnium,WRI1023727,1000.0,24.4722,56.6331,Gas,2008.0,,-0.0068,True
MAR,Compagnie Eolienne de Detroit (CED),WRI1023689,50.4,35.8184,-5.4538,Wind,2000.0,,0.1548,False
CAN,Dufferin,CAN0007822,40.6,8.7267,-129.2304,Hydro,,OCEAN_COORDS,0.0344,False
USA,PPG Plant C Caustic,USA0050490,3.4,30.2264,-93.2938,Gas,1986.0,,0.1486,False
LUX,Vianden Pumped Storage Power Plant Luxembourg,GEODB0045216,1296.0,49.9518,6.1784,Hydro,,,-0.0339,True
THA,Khonburi Sugar Public Company Limited,WRI1019456,22.0,14.5254,102.2459,Biomass,,,0.1067,False
ESP,P.E. CARAMONTE,WRI1006962,49.94,41.1722,-2.4348,Wind,2009.0,,0.1671,False
USA,Spica Community Solar,USA0060943,2.0,44.9361,-94.8541,Solar,2017.0,,0.1697,False
USA,Titan Solar,USA0061811,50.0,39.6865,-104.014,Solar,2019.0,,0.1451,False
USA,Raft River Geothermal Power Plant,USA0056317,18.0,42.0994,-113.3825,Geothermal,2008.0,,0.1431,False
GBR,Beckton STW Enhanced Sludge Digestion,GBR0006182,5.8,51.5256,0.0799,Waste,,,0.1898,False
CHN,Huhhot,WRI1000558,1200.0,40.98,111.7,Hydro,2014.0,,-0.0155,True
PRT,Salgueiros-Guilhado,WRI1023436,12.6,41.49,-7.601,Wind,2009.0,,0.1848,False
CHN,Tianjin Petrolchemical captive power station,WRI1075740,300.0,-27.7465,80.2839,Coal,2010.0,OCEAN_COORDS,-0.0359,True
GTM,Aguacapa,WRI1061383,90.0,14.29,-90.505,Hydro,1982.0,,0.0827,False
FRA,Le Cannet-des-Maures,WRI1025121,2.8,43.3739,6.3755,Hydro,,,0.191,False
FRA,Ocana,WRI1026711,42.5,41.946,8.935,Hydro,1961.0,,0.177,False
ITA,Corridonia,WKS0073060,4.4,43.265,13.569,Solar,,,0.1885,False
CAN,Belmont,CAN0007664,20.0,42.8913,-81.1134,Solar,,,0.1784,False
GBR,Whitton Mawr,GBR0002093,6.0,51.4413,-3.324,Solar,,,0.19,False
USA,GKS Solar,USA0059426,5.0,36.2483,-76.5019,Solar,2015.0,,0.1797,False
USA,Blythe Solar II  LLC,USA0060092,131.2,33.68,-114.73,Solar,2016.0,,0.103,False
TUR,Burdur 18,WKS0066689,8.3,37.507,30.012,Solar,,,0.1655,False
CHL,PUNTA PALMERAS,CHL0002014,45.0,-31.2345,-71.6404,Wind,,,0.025,False
USA,MNCPPC Germantown Solar,USA0062910,1.0,39.149,-77.3179,Solar,2018.0,,0.1831,False
CZE,Komárov - Suntrax Solar Power Plant,WRI1029407,1.0,49.9173,17.9515,Solar,,,0.1763,False
ESP,CICLO COMBINADO DE CASTELNOU,WRI1006355,790.68,41.2167,-0.2928,Gas,2006.0,,0.0149,False
USA,Syncarpha Eagle Nest,USA0062149,1.0,36.5442,-105.2772,Solar,2018.0,,0.1545,False
ITA,Librandello,WKS0061342,9.1,37.009,14.638,Solar,,,0.1687,False
URY,ENGRAW,URY0000854,3.6,-34.2042,-55.748,Wind,,,0.0436,False
USA,Westside WWTP,USA0057608,1.8,35.9403,-80.1106,Oil,2005.0,,0.1808,False
USA,South Sioux City Solar,USA0060823,2.3,42.4585,-96.4397,Solar,2017.0,,0.1773,False
FRA,Lézignan-Corbières,WRI1025389,1.65223,43.204,2.7621,Solar,,,0.192,False
IND,KARBI LANGPI,IND0000181,100.0,25.9552,92.5171,Hydro,2007.0,,0.1054,False
JPN,Fukuchi A,WKS0070629,5.0,33.6874,130.7654,Solar,,,0.1049,False
USA,WED Kingstown Solar I - East Array,USA0061622,3.0,41.4923,-71.6191,Solar,2018.0,,0.187,False
IND,Gajner BMD,WKS0062072,5.9,27.953,73.052,Solar,,,0.1362,False
GBR,Greendykeside,GBR0003236,4.0,55.912,-3.9032,Wind,,,0.1597,False
USA,Byllesby,USA0050328,2.5,19.9953,-34.3701,Hydro,1988.0,OCEAN_COORDS,0.1155,False
BEL,Zeebrugge TJ,WRI1002286,18.6,51.329,3.1819,Oil,,,0.1889,False
USA,DD Fayetteville Solar NC LLC,USA0059117,,34.8344,-78.8436,Solar,2015.0,MISSING_CAPACITY,0.1755,False
USA,Mustang Hills LLC,USA0057833,150.0,35.0309,-118.2932,Wind,2012.0,,0.098,False
CHN,Liaoning Xianrendao Wind,WRI1072472,33.0,40.1867,121.9912,Wind,,,0.1219,False
USA,Town of Norfolk MA at Medway Branch,USA0057942,1.2,42.1278,-71.3403,Solar,2012.0,,0.183,False
CAN,Ellershouse Wind Farm,CAN0008596,16.4,44.9316,-64.0276,Wind,,,0.1536,False
IND,Askandra - Newton Solar Power Plant,WRI1026110,5.0,27.3537,71.6917,Solar,,,0.1353,False
CAN,Ridge,CAN0008290,3.5,44.5538,-65.583,Hydro,,,0.1657,False
USA,Bankhead Dam,USA0000002,53.9,33.4587,-87.3568,Hydro,1963.0,,0.1474,False
HND,Cuyamapa,WRI1029368,12.8,15.2517,-87.5725,Hydro,,,0.112,False
USA,Stockton Athletic Center,USA0057864,1.4,39.4884,-74.5353,Solar,2008.999999999999,,0.1866,False
BEL,SCHELLE WIND,WRI1002270,4.5,51.1265,4.3226,Wind,,,0.188,False
FRA,Cusset-Jonage,WRI1026739,85.0,45.79,5.025,Hydro,,,0.155,False
BRA,Fortaleza,BRA0028357,326.601,-3.6771,-38.8566,Gas,2003.0,,0.0186,False
USA,Cutler Hydro,USA0003646,30.0,41.8347,-112.0521,Hydro,1927.0,,0.1388,False
FRA,Santa Lucia,WKS0069066,4.4,41.701,9.3763,Solar,,,0.1902,False
USA,FLS Solar 230 (Warren),USA0059646,4.8,35.0161,-77.8219,Solar,2015.0,,0.1789,False
USA,Pelzer Lower,USA0010800,3.3,34.6165,-82.4479,Hydro,1990.0,,0.1757,False
CHN,Qili} I+II,WKS0061721,18.0,40.084,94.491,Solar,,,0.1412,False
CZE,Veleliby Solar Power Plant,WRI1029732,1.5,50.2115,15.03,Solar,,,0.1813,False
FRA,Coulours,WRI1024550,10.0,48.162,3.5941,Wind,,,0.1929,False
GBR,Cold Northcott,GBR0003511,6.6,50.6455,-4.5467,Wind,,,0.1884,False
ESP,BOLARQUE I GRUPO 1,WRI1006266,27.94,40.419,-2.9226,Hydro,1954.0,,0.1767,False
CHN,Shangyi A,WKS0067941,30.0,41.496,114.008,Solar,,,0.1343,False
USA,Dresden Energy Facility,USA0055350,678.3,40.0928,-82.0276,Gas,2012.0,,0.0452,False
NLD,Nerefco,WRI1005402,22.5,51.9539,4.0954,Wind,2002.0,,0.1818,False
USA,Palmer Landfill,USA0060076,4.0,14.3262,-29.4723,Solar,2017.0,OCEAN_COORDS,0.1187,False
CHN,Jianjingzi A,WKS0066774,20.0,37.318,106.0,Solar,,,0.1448,False
FRA,Gargilesse-Dampierre,WRI1024615,9.0,46.5061,1.6202,Hydro,,,0.1916,False
CAN,Upper Lake Falls,CAN0008499,5.4,44.1574,-64.9984,Hydro,,,0.1655,False
ZAF,Mulilo Sonnedix Prieska,WRI1061291,86.0,-30.0246,22.3392,Solar,2016.0,,-0.0029,True
KHM,Siang Phong,WRI1026842,2.0,-23.9636,74.641,Waste,2014.0,OCEAN_COORDS,0.049,False
BRA,Vila Pará III,BRA0031765,24.0,15.7211,-38.1741,Wind,2016.0,OCEAN_COORDS,0.1173,False
NOR,Mel,WRI1003352,60.0,61.3467,6.5565,Hydro,,,0.0876,False
RUS,KANSK CHP,WRI1003721,24.0,56.2292,95.6961,Coal,1953.0,,0.0757,False
GBR,Ballinderry Road Solar Phase 2 (Lisburn),GBR0005331,7.0,54.5132,-6.0883,Solar,,,0.1645,False
BRA,Guaíra Energética,BRA0030026,,4.5638,-133.9858,Biomass,2010.0,OCEAN_COORDS|MISSING_CAPACITY,0.0336,False
TUR,OMV Samsun Doğalgaz Santrali,WRI1018757,887.0,41.24,36.4767,Gas,,,0.0058,False
USA,West Salisbury Farm LLC,USA0059111,5.0,35.6683,-80.5236,Solar,2015.0,,0.1819,False
USA,South Holston,USA0003416,38.5,36.5232,-82.0902,Hydro,1951.0,,0.1617,False
BRA,BASF DEM,BRA0033397,2.2224,-23.7455,-46.5528,Oil,1982.0,,0.0977,False
GBR,Inverclyde Wind Farm (Corlic Hill),GBR2001056,24.0,55.9185,-4.7289,Wind,,,0.149,False
USA,USS Brude Solar CSG,USA0062361,1.0,44.094,-94.058,Solar,2019.0,,0.174,False
USA,Equinix San Jose,USA0060223,1.1,37.2417,-121.7814,Gas,2015.0,,0.14,False
CHN,Xiaoxia,WRI1000595,230.0,36.15,104.01,Hydro,,,0.0883,False
CZE,Chýnov Solar Power Plant,WRI1029600,2.0,49.4172,14.811,Solar,,,0.1843,False
THA,Bamnet Narong - BSE Solar Power Plant,WRI1026224,16.0,15.4211,101.6985,Solar,,,0.1126,False
USA,Avenue A Generator Sets,USA0007854,3.6,-28.3231,65.012,Oil,2000.0,OCEAN_COORDS,0.0329,False
DEU,Wintershall,WRI1006146,109.5,50.894,9.9972,Gas,1967.0,,0.1408,False
USA,AES Hawaii,USA0010673,203.0,21.3034,-158.1065,Coal,1992.0,,-0.0176,True
USA,Bowater Newsprint Calhoun Operation,USA0050956,63.2,35.2964,-84.7569,Biomass,1955.1867088607592,,0.1526,False
MEX,Temascal,MEX0001863,354.0,18.2324,-96.4115,Hydro,,,0.0299,False
NLD,Haringvliet,WRI1005339,3.6,51.8412,4.0606,Wind,1997.0,,0.1879,False
PRT,Sistema Alforfa,WRI1022798,7.2,40.2758,-7.6118,Hydro,1997.0,,0.1811,False
CHN,Ulanhot Xingan-2 power station,WRI1070657,100.0,46.0508,122.0611,Coal,2008.0,,0.092,False
CZE,Borek Solar Power Plant,WRI1029462,1.0,49.0301,14.5048,Solar,,,0.1815,False
USA,Pole Hill,USA0000519,38.2,40.3651,-105.3251,Hydro,1954.0,,0.1471,False
GBR,Himley Wood Landfill Site,GBR0000554,4.4,-18.1405,60.9164,Waste,,OCEAN_COORDS,0.0561,False
USA,County of San Diego SBRC,USA0062242,1.3,32.6327,-117.0777,Solar,2019.0,,0.1374,False
CHN,Jilin - Guodian Coal,WRI1070509,650.0,-2.1394,-149.2969,Coal,1955.0,OCEAN_COORDS,-0.0863,True
CAN,Upper Stave River,CAN0008503,33.0,49.566,-122.3503,Hydro,,,0.0935,False
NZL,Paerau and Patearoa,WRI1000346,12.0,-45.4167,169.95,Hydro,2011.0,,-0.0966,True
DEU,Zeltingen,WRI1006152,13.6,19.2818,-24.575,Hydro,1964.0,OCEAN_COORDS,0.1197,False
CHN,Shanshan 2,WKS0062568,20.0,42.969,90.076,Solar,,,0.1395,False
GBR,Boxted Airfield,GBR0002143,18.8,51.9431,0.9296,Solar,,,0.1851,False
PRT,Ermal,WRI1022701,10.0,41.5781,-8.1528,Hydro,1937.0,,0.1836,False
BRA,Virgolino de Oliveira - Itapira,BRA0001181,5.8,-22.4081,-46.7958,Biomass,1975.0,,0.1042,False
USA,EQX003 Secaucus Rd Fuel Cell,USA0063703,2.0,40.7785,-74.0722,Gas,2018.0,,0.1872,False
DEU,Grotenheid,WKS0073077,9.0,54.226,9.83,Solar,,,0.1619,False
CHN,Chongqing Shizhu power station,WRI1070688,700.0,30.3907,108.2201,Coal,2014.0,,0.0259,False
DEU,Breitungen Solar Power Plant,WRI1030202,3.6,50.7789,10.3287,Solar,,,0.1863,False
CHE,Tinizong,WRI1004583,69.5,46.5824,9.6173,Hydro,1954.0,,0.1603,False
USA,Lewis Smith Dam,USA0000018,181.0,33.9406,-87.1077,Hydro,1961.5,,0.1144,False
BEL,Zedelgem TJ,WRI1002284,18.6,51.1424,3.1368,Oil,,,0.1885,False
USA,Chambers Cogeneration LP,USA0010566,285.0,39.6935,-75.4858,Coal,1994.0,,0.1031,False
CHN,Yuzhou A,WKS0070011,35.0,34.335,113.359,Solar,,,0.1303,False
USA,Cascade Dam,USA0000813,12.4,44.5256,-116.0483,Hydro,1984.0,,0.132,False
CHN,Sichuan Jinwa,WRI1071678,240.0,29.2314,102.0344,Hydro,,,0.0737,False
USA,Moser Generating Station,USA0003163,63.599999999999994,40.2352,-75.6193,Oil,1970.0,,0.1602,False
USA,Prairie Star Wind Farm,USA0056494,100.6,43.6861,-92.6272,Wind,2008.0,,0.1451,False
CHN,Huaneng Yangliuqing power station,WRI1070829,1300.0,39.1512,117.038,Coal,2002.0,,-0.024,True
CHE,Courgenay,WKS0066360,15.0,47.41,7.13,Solar,,,0.1875,False
AUS,Daydream Solar Farm ,AUS0000531,50.0,-20.4947,147.7707,Solar,,,-0.0332,True
CHN,Tongxin C,WKS0070356,60.0,37.067,105.916,Solar,,,0.1339,False
USA,Wellington 1,USA0001330,24.0,37.2614,-97.4057,Gas,1977.3333333333333,,0.1667,False
USA,Summit Water Nexus Mt. Holly  LLC Solar,USA0060809,1.0,39.9873,-74.8018,Solar,2013.0,,0.1843,False
AZE,Azerbaijan TPP,WRI1002179,2400.0,40.78,46.9901,Oil,,,-0.1009,True
CHN,Baishui River Shiji,WRI1072253,32.0,33.0178,113.4861,Hydro,,,0.1292,False
USA,Minco Wind II  LLC,USA0057956,100.8,35.3253,-98.0714,Wind,2011.0,,0.1392,False
COD,Djeno Total,WRI1061234,25.0,-4.9154,11.9362,Gas,2012.0,,0.0899,False
USA,Arthur Von Rosenberg,USA0007512,575.0,29.257,-98.384,Gas,2000.0,,0.0186,False
CAN,La Grande-2-A,CAN0002174,2106.0,53.7808,-77.5483,Hydro,,,-0.125,True
USA,Frankenheimer Power Plant,USA0050219,5.3,37.8304,-120.807,Hydro,1983.0,,0.1427,False
USA,UL Advanced Wind Turbine Test Facility,USA0061589,3.5,34.966,-101.7841,Wind,2017.9428571428573,,0.1644,False
USA,Milford Power Project,USA0055126,578.0,41.2244,-73.0997,Gas,2004.0,,0.0576,False
USA,Franklin (NE),USA0002238,3.9,40.0892,-98.9508,Gas,1966.5128205128208,,0.1715,False
BRA,Carandaí,BRA0000667,4.234,-21.0556,-44.2094,Hydro,1936.0,,0.0995,False
CHN,Yanwa,WRI1072184,24.0,27.4933,99.0258,Hydro,,,0.1263,False
BRA,Bayer,BRA0028004,3.84,-23.544,-46.6265,Gas,,,0.1007,False
USA,Mass Midstate Solar 3,USA0058275,4.0,42.2197,-71.8786,Solar,2014.0,,0.1875,False
CHE,Sedrun 1,WRI1004512,150.0,46.6816,8.7786,Hydro,1968.0,,0.1341,False
CAN,Perpetual Cleanpower Oro 4 Line,CAN0008225,10.0,44.5006,-79.6133,Solar,,,0.1797,False
VNM,Ialy,WRI1030835,720.0,14.2274,107.8294,Hydro,2002.0,,-0.0012,True
BOL,Huaji Hydroelectric Power Plant Bolivia,GEODB0044749,34.0,-16.0416,-67.9566,Hydro,,,0.0763,False
VNM,Cam Ranh,WKS0072716,49.5,11.892,109.088,Solar,,,0.0855,False
NOR,Hynna,WRI1003244,,3.3939,-152.9193,Hydro,,OCEAN_COORDS|MISSING_CAPACITY,-0.0029,True
GBR,Narborough Landfill,GBR0000711,2.7,52.5728,-1.2268,Waste,,,0.1858,False
RUS,Volzhskaya HPP,WRI1003853,2671.0,48.8244,44.6767,Hydro,1952.0,,-0.1321,True
GBR,Sutton Grange AD Plant,GBR0000353,3.0,53.3631,-0.9601,Biomass,,,0.1825,False
UKR,Vesele,WKS0071515,16.0,47.075,34.93,Solar,,,0.1674,False
USA,Enderlin,USA0054908,9.8,46.6144,-97.5765,Waste,1983.0,,0.1587,False
AUS,Pedler Creek,AUS0000236,3.0,-35.2023,138.5021,Waste,,,-0.042,True
GBR,Binsted,GBR0006205,4.9979,50.8338,-0.6061,Solar,,,0.1932,False
USA,Chester CSG,USA0062761,2.0,41.339,-74.288,Solar,2019.0,,0.1887,False
FRA,Laissac,WRI1025319,1.8917,44.3651,2.8173,Solar,,,0.1938,False
USA,Mother Ann Lee,USA0001359,2.0999999999999996,37.8297,-84.7247,Hydro,2007.6666666666667,,0.1794,False
BRA,Fibrasa Embalagens,BRA0029911,,-14.3576,74.3839,Oil,,OCEAN_COORDS|MISSING_CAPACITY,0.0672,False
BRA,Lajes,BRA0001305,2.07,-6.7819,-48.1508,Hydro,,,0.1047,False
QAT,Ras Laffan C (Ras Qartas) CCGT Power Plant Qatar,GEODB0042860,2730.0,25.936,51.5235,Gas,,,-0.1206,True
PHL,Surallah 12,WKS0062558,12.0,6.34,124.74,Solar,,,0.058,False
ESP,PARQUE EOLICO MORATALLA,WRI1007577,21.78,38.1893,-1.8918,Wind,,,0.1792,False
JPN,Sakaide - JAG Solar Power Plant,WRI1026552,2.0,34.3451,133.8846,Solar,,,0.0899,False
GBR,Tilbury Green Power,GBR2001002,43.0,51.4604,0.3497,Biomass,,,0.1719,False
VNM,Hat Liu,WRI1030901,5.0,21.5067,104.3622,Hydro,2014.0,,0.1151,False
CHN,Sichuan Province Dayan River 4th Level,WRI1071806,5.0,28.78,102.531,Hydro,,,0.1272,False
RUS,Niva GES-3,WRI1061651,155.5,67.2203,32.4383,Hydro,1949.0,,0.0054,False
RUS,Chiryurt HPP-2,WRI1061670,9.0,43.1897,46.8348,Hydro,,,0.1554,False
IND,AGARTALA GT,IND0000001,135.0,23.8712,91.3602,Gas,2004.0,,0.0925,False
USA,Onancock Diesel Generation Facility,USA0060236,4.0,37.7454,-75.7205,Oil,2002.0,,0.1837,False
USA,Harvest Beulaville  LLC,USA0063299,2.0,34.9039,-77.7842,Solar,2017.0,,0.1761,False
USA,Sycamore (IA),USA0008029,157.6,41.6722,-93.6769,Gas,1974.0,,0.1314,False
IDN,PLTU Asam-asam 1 & 2,WRI1000910,260.0,0.5002,-140.679,Coal,,OCEAN_COORDS,-0.0344,True
CHN,Jilin Tongyu Xinfa A Wind,WRI1072276,49.0,44.6767,122.3524,Wind,,,0.1098,False
USA,Grove Solar Center  LLC,USA0060330,6.0,43.9367,-117.3812,Solar,2016.0,,0.1337,False
BRA,Corumbá IV,BRA0027795,127.0,-16.3208,-48.1883,Hydro,2006.0,,0.0525,False
CHN,Fengda Gas,WRI1029819,360.0,22.98,114.49,Gas,,,0.0461,False
BRA,Sansuy,BRA0029907,1.92,-12.6935,-38.3147,Oil,,,0.1001,False
URY,MINAS I,URY0000850,42.0,-34.4647,-55.3065,Wind,,,0.0195,False
EGY,Shalateen A,WKS0069386,4.5,23.1272,35.6124,Solar,,,0.1265,False
NPL,Kulekhani-II Hydroelectric Power Plant Nepal,GEODB0040482,32.0,27.509,85.0519,Hydro,,,0.1237,False
CHN,Zhangjiagang - Huaxing Gas,WRI1029839,760.0,31.89,120.6,Gas,,,0.0159,False
MEX,Solem,WKS0068684,287.0,21.895,-102.082,Solar,,,0.0314,False
CAN,Raymond,CAN0008281,18.0,49.4071,-112.6924,Hydro,,,0.1155,False
THA,Wang Man 2 Solar Power Plant,WRI1026336,10.2,17.18,99.1214,Solar,,,0.1144,False
CHN,Qili} U,WKS0066616,30.0,40.139,94.492,Solar,,,0.1355,False
AUS,Bogong (Mount Beauty Hydro Scheme),AUS0000102,300.0,-36.8055,147.228,Hydro,,,-0.11,True
USA,Essential Power Massachusetts LLC,USA0001642,250.6,42.095,-72.595,Gas,1979.294493216281,,0.1118,False
BRA,Cosima,BRA0030550,4.9,-3.6875,-45.428,Coal,,,0.1101,False
JPN,Okawachi,WRI1000711,1280.0,35.1306,134.7108,Hydro,,,-0.0438,True
RUS,GTU-TPP Kuryanovo OJSC MOEK,WRI1061859,12.0,55.6459,37.6987,Gas,,,0.1251,False
CHN,Yangqu,WRI1000549,1200.0,35.7,100.27,Hydro,2016.0,,-0.0126,True
FRA,Touille,WRI1025304,1.925,43.0833,0.9816,Hydro,,,0.1926,False
USA,Saddleback Ridge Wind Farm,USA0058608,34.2,44.5933,-70.3811,Wind,2015.0,,0.1593,False
CHN,GoSP} Q,WKS0066533,15.0,36.404,95.195,Solar,,,0.136,False
ITA,Cisterna di Latina,WKS0061358,5.2,41.5757,12.8706,Solar,,,0.1875,False
USA,Town of Halfmoon,USA0060115,1.0,42.835,-73.6757,Solar,2017.0,,0.1836,False
USA,Solar Glynn,USA0060469,18.0,31.25,-81.433,Solar,2017.0,,0.1561,False
BRA,São Tomé,BRA0029202,4.0,-23.5384,-52.6406,Biomass,2004.0,,0.0991,False
PRT,Sol Cativante 5,WRI1022652,6.0,37.1508,-7.9553,Solar,2014.0,,0.1717,False
IND,Bahadaurgarh Jandian,WKS0072800,50.0,30.1547,74.6909,Solar,,,0.1285,False
RUS,Primorskaya TPP,WRI1003786,1467.0,46.4625,134.2911,Coal,1974.0,,-0.0754,True
USA,Brookfield Solar 2013 LLC,USA0060613,2.0,42.2561,-72.0679,Solar,2014.0,,0.1878,False
BRA,Uarini,BRA0027088,3.1,-2.9821,-65.1483,Oil,2011.0,,0.1008,False
FRA,Boisville-la-Saint-Père,WRI1024585,9.2,48.3314,1.7002,Wind,,,0.1931,False
USA,Smith Mountain,USA0003780,547.5,37.0413,-79.5356,Hydro,1968.948310502283,,0.0628,False
CZE,Micmanice Solar Power Plant,WRI1029742,1.1,48.7906,16.1879,Solar,,,0.1824,False
USA,TIA Solar,USA0059769,1.6,27.9658,-82.5328,Solar,2016.0,,0.1434,False
USA,Gans,USA0055377,87.6,39.7475,-79.8389,Gas,2000.0,,0.1534,False
ESP,LAS ONDINAS GR 1,WRI1006607,82.46000000000001,42.8206,-6.4875,Hydro,1966.0,,0.1571,False
CAN,Burnside,CAN0002032,132.0,44.7148,-63.61,Oil,,,0.1202,False
NOR,Mofjellet,WRI1003362,1.0,66.3008,14.2484,Hydro,,,0.0711,False
USA,Caonillas 1,WRI1028015,18.0,-15.9959,72.2114,Hydro,,OCEAN_COORDS,0.0634,False
BRA,Cruz Alta,BRA0029070,30.0,-26.5994,-51.7255,Wind,2011.0,,0.075,False
CHN,Huaneng Tongyu Xinhua 1D,WRI1071754,,44.55,122.78,Wind,,MISSING_CAPACITY,0.1169,False
RWA,Jabana 2,WRI1061146,20.0,-1.882,30.074,Oil,2009.0,,0.0855,False
GBR,Ramsey,GBR0003155,1.8,52.4469,-0.1063,Wind,,,0.186,False
FRA,Le Bosc,WKS0069071,9.1,43.6984,3.3531,Solar,,,0.1916,False
USA,Dundas Solar Holdings LLC CSG,USA0061626,5.0,44.4396,-93.1973,Solar,2018.0,,0.1761,False
IND,Bap - OPG Solar Power Plant,WRI1026117,5.0,27.3525,72.3554,Solar,,,0.1353,False
GBR,Alan Bartlett & Sons Solar,GBR0001085,1.2,52.4511,0.0379,Solar,,,0.1836,False
RUS,Avtovskaya CHP Plant-15,WRI1061626,321.0,59.8701,30.2869,Gas,1956.0,,0.0124,False
GBR,Mynydd Y Gwair Wind Farm (resubmission),GBR2001077,32.8,-19.9793,73.0347,Wind,,OCEAN_COORDS,0.0499,False
CHN,Xixiang County Qujiangdong,WRI1072476,10.0,32.6139,107.4692,Hydro,,,0.1381,False
FRA,Eygliers,WRI1026687,25.0,44.672,6.65,Hydro,1982.0,,0.1849,False
DEU,Selb,WKS0067987,4.1,50.1848,12.1347,Solar,,,0.1881,False
USA,Warrior Ridge Hydro,USA0010152,2.8,40.54,-78.0346,Hydro,1986.0,,0.1863,False
GBR,Clyde Wind Farm Extension (Clyde 2),GBR0004178,172.8,55.5041,-3.5479,Wind,,,0.0915,False
