country,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,commissioning_year,error_flags
CHN,Wujiaqu power station,WRI1070286,3640.0,44.2686,87.6881,Coal,2013.0,
USA,Olinda Trail Solar,USA0063401,1.0,45.3159,-92.8041,Solar,2019.0,
NZL,Wairakei,WRI1000331,132.0,-38.6266,176.1055,Geothermal,,
CHN,Heilongjiang Hulin Shiqingshan 1st Phase,WRI1071755,45.0,45.8378,132.9553,Wind,,
IND,Hardhani 20,WKS0066856,20.0,26.73,73.199,Solar,,
JPN,Kawasaki A,WKS0067747,5.0,33.6186,130.8108,Solar,,
USA,SCE-Snowline-Duncan Road (North),USA0059359,1.5,34.4739,-117.5628,Solar,2014.0,
IND,Bhagavathikere,WKS0067289,10.0,14.074,76.72,Solar,,
USA,Kenansville,USA0059051,2.0,34.96,-78.04,Solar,2014.0,
FRA,Saint-Maurice-en-Valgodemard,WRI1024487,10.0,44.7984,6.1126,Hydro,,
CHN,DhSP} H,WKS0062474,20.0,37.352,97.21,Solar,,
CHN,Tongliao Beiqinghe Wind Farm,WRI1023847,,43.94,121.18,Wind,,MISSING_CAPACITY
GBR,Helland Meads - resubmission,GBR0002164,1.2,51.0174,-2.9591,Solar,,
USA,MSC-Empire01  LLC,USA0062740,1.0,44.6741,-93.1163,Solar,2019.0,
IND,Bid Madhopur,WKS0065931,,23.946,76.031,Solar,,MISSING_CAPACITY
NOR,Mesna,WRI1003357,42.0,61.117,10.4709,Hydro,,
ESP,Villabrázaro,WKS0060315,5.5,42.0471,-5.699,Solar,,
USA,Mercy Medical Center,USA0058163,2.1999999999999997,40.6883,-73.6308,Oil,1990.7272727272727,
IRQ,DIBIS,WRI1008695,320.0,35.6801,44.0655,Gas,2012.0,
GBR,Ardoch and Over Enoch Wind Farm (Ardoch),GBR0003925,7.2,55.72,-4.2537,Wind,,
DEU,Bad Aibling Solar Power Plant,WRI1030389,2.3,47.8798,11.9799,Solar,,
GBR,Upper Ardgrain Wind Farm,GBR0003524,2.4,57.4064,-2.0598,Wind,,
NLD,Test Site Lelystad,WRI1005455,8.3,52.5083,5.475,Wind,2012.0,
USA,DSM Pharmaceuticals,USA0054887,9.2,35.666,-77.3574,Oil,1995.282608695652,
CHN,Cgn Luoding Yapoji Wind,WRI1072075,49.0,22.622,111.187,Wind,,
SWE,Kvarnaholm,WRI1002068,5.6,60.45,14.55,Hydro,1958.0,
RUS,Kashhatau HPP of the Cascade of Nizhne-Cherekskiye HPPs,WRI1061689,65.1,43.3304,43.6463,Hydro,,
BRA,Aimorés,BRA0000042,330.0,-19.4983,-41.0236,Hydro,2005.0,
USA,Dafter,USA0001868,8.0,46.3744,-84.4172,Oil,1958.75,
CZE,Sychrov Solar Power Plant,WRI1029435,1.0,50.5502,14.9848,Solar,,
FRA,Rivesaltes,WKS0070470,13.5,42.7969,2.8853,Solar,,
USA,Upper Blackstone (MA) Treasure Valley,USA0059781,5.0,42.3328,-71.9876,Solar,2014.0,
USA,Rocky Mountain Hydroelectric Plant,USA0006189,847.8000000000001,-23.0141,73.7278,Hydro,1995.0,OCEAN_COORDS
BRA,Serra de Santana I,BRA0030625,20.0,-6.0566,-36.5806,Wind,2016.0,
BEL,DROGENBOS GT0,WRI1002225,48.0,50.8023,4.299,Gas,,
USA,TAC-Distributed Energy Resource Hybrid,USA0061990,1.5000000000000002,40.0898,-88.2436,Gas,2016.999999999999,
RUS,Vladivostok-2 power station,WRI1075839,300.0,43.1009,131.9722,Coal,1971.0,
DEU,Emkendorf,WKS0068661,4.4,54.264,9.79,Solar,,
USA,Ramona 2,USA0058911,,33.0122,-116.875,Solar,2014.0,MISSING_CAPACITY
CZE,Světlík Solar Power Plant,WRI1029513,2.1,48.7251,14.2035,Solar,,
FRA,Bédarieux,WRI1024687,8.11368,43.6127,3.1664,Solar,,
USA,Roseville Solar,USA0062114,1.0,38.7918,-121.3853,Solar,2019.0,
JOR,Amman East (AES Jordan) CCGT Power Plant Jordan,GEODB0002102,620.0,31.8997,36.0801,Gas,,
LKA,Mampuri-III,WRI1030397,10.5,8.0055,79.7308,Wind,,
USA,Hanover,USA0059628,5.0,40.0653,-74.5906,Solar,2015.0,
BRA,Bioenergética Vale do Paracatu - BEVAP,BRA0030063,55.0,-26.7101,87.5293,Biomass,2011.0,OCEAN_COORDS
USA,Goose Creek Energy Center,USA0055496,684.0,40.1069,-88.5999,Gas,2003.0,
JPN,Shibushi - Solarig Solar Power Plant,WRI1026557,1.7,31.4911,131.1142,Solar,,
BRA,Santo Antônio,BRA0028344,23.0,-21.1163,-47.9514,Biomass,1990.0,
IND,Amarpur Refex,WKS0067267,10.0,24.77,78.445,Solar,,
USA,Moorhead Wind Turbine,USA0007855,1.4,46.895,-96.7347,Wind,2000.0,
FRA,Queige,WRI1024135,14.7,45.7077,6.4651,Hydro,,
USA,LSP-Whitewater LP,USA0055011,283.5,42.8555,-88.7299,Gas,1997.0,
IRN,Dez,WRI1008129,520.0,32.6053,48.464,Hydro,1962.0,
USA,Milton Hydro,USA0010519,1.4,43.4031,-70.9865,Hydro,1955.428571428571,
USA,Pleasant Valley Wind Farm,USA0059201,200.0,43.805,-92.7697,Wind,2015.0,
FIN,Simpele,WRI1002535,34.5,61.4333,29.3667,Biomass,,
BRA,Bio Alvorada,BRA0030975,50.0,-18.4371,-49.1806,Biomass,2013.0,
CUB,Varadero Powerplant,WRI1002021,173.0,23.0879,-81.2695,Gas,,
USA,Nick Solar,USA0058741,5.0,35.9911,-79.5481,Solar,2014.0,
USA,Don A Campbell 2 Geothermal,USA0060419,25.0,38.8358,-118.3253,Geothermal,2015.0,
CHN,Yunnan Chahe 3rd Level,WRI1071850,8.0,25.7244,98.8767,Hydro,,
SVK,Badín,WKS0063339,6.0,48.265,19.056,Solar,,
NOR,RKA Nyhamna,WRI1003453,253.0,62.8489,6.9433,Gas,,
USA,Rippey Wind Farm,USA0057830,50.0,42.0061,-94.2378,Wind,2012.0,
IRQ,Hemrin Dam,WRI1008720,,34.1115,44.9737,Hydro,1981.0,MISSING_CAPACITY
CAN,Port Alice,CAN0008241,26.1,50.3839,-127.4509,Biomass,,
CHN,Xinjiang Kashi River Taledesayi,WRI1072204,80.0,43.7052,83.6712,Hydro,,
CHN,Sichuan Dechang Xinma,WRI1071401,120.0,27.1946,102.2811,Hydro,,
USA,SEPV 18,USA0059730,2.0,34.6136,-117.9344,Solar,2016.0,
USA,Flat Ridge Wind Energy LLC,USA0056879,,37.3764,-98.4583,Wind,2009.0,MISSING_CAPACITY
USA,Newport Hydro,USA0050354,1.7000000000000002,43.1853,-75.0169,Hydro,1988.0,
USA,Deer Creek PH,USA0000233,,5.2997,-167.4925,Hydro,1908.0,OCEAN_COORDS|MISSING_CAPACITY
FRA,PORCHEVILLE,WRI1002757,2290.0,48.9692,1.7588,Oil,,
BRA,Atacadão Ipiranga,BRA0033354,1.08,-23.5773,-46.5918,Oil,2013.0,
USA,Gila River Power Block 1,USA0059338,619.0,32.975,-112.6944,Gas,2003.0,
USA,PCA-Valdosta Mill,USA0060084,69.9,30.6944,-83.3031,Biomass,1996.6480686695272,
CHN,Heimifeng,WRI1000560,1200.0,28.46,113.01,Hydro,2010.0,
USA,Cross Winds Energy Park,USA0058830,230.9,43.6103,-83.4856,Wind,2017.215244694673,
USA,Sycamore Cogeneration,USA0050134,300.0,35.4526,-118.9853,Gas,1988.0,
IND,Durg,WKS0065667,,21.523,81.275,Solar,,MISSING_CAPACITY
CHN,Diandong power station,WRI1070191,2400.0,16.8635,-34.126,Coal,2007.0,OCEAN_COORDS
SDN,Kilo-X Nec,WRI1023176,,15.6482,32.563,Oil,,MISSING_CAPACITY
USA,500 Virginia Solar,USA0057640,1.0,40.1392,-75.1917,Solar,2011.0,
AUT,Vienna-Freudenau,WRI1005267,172.0,48.1766,16.4814,Hydro,1999.0,
CAN,Wolfe Island,CAN0002258,197.8,44.179,-76.4725,Wind,,
CAN,Northern Pulp Nova Scotia Pictou Mill,CAN0008172,26.0,-3.084,-145.1356,Biomass,,OCEAN_COORDS
USA,UNH 7.9 MW Plant,USA0058180,7.9,43.1367,-70.9361,Waste,2006.0,
CHN,Luoning A,WKS0073747,15.0,34.374,111.495,Solar,,
SRB,HE BAJINA BASTA,WRI1020282,420.0,43.9645,19.4102,Hydro,,
CHN,Hebei Shangyi Hanjiazhuang Phase 2,WRI1071662,49.0,41.0802,114.0944,Wind,,
BRA,Sobradinho,BRA0002755,1050.3,-9.4314,-40.8278,Hydro,1982.0,
DEU,Kohlekraftwerk,WRI1005869,14.4,50.7055,6.6536,Coal,2010.0,
EGY,Esna,WRI1000108,86.0,25.3177,32.5544,Hydro,1993.0,
ESP,P.E. LOS LABRADOS,WRI1007115,24.0,41.5558,-0.9601,Wind,2002.0,
CHN,Hebei Fengning Batou Wind,WRI1071522,48.0,41.4744,116.1817,Wind,,
GBR,Turret water treatment works,GBR0000419,1.9,56.373,-3.8393,Hydro,,
CHN,Sanmexia,WRI1000547,400.0,34.83,111.34,Hydro,1960.0,
IND,BhSP} Roha,WKS0062577,27.6,27.541,71.921,Solar,,
CHN,Sichuan Fangdaping,WRI1071569,24.0,29.42,102.1922,Hydro,,
BGD,Siddirgonj (Desh),WRI1029251,96.0,23.6825,90.5252,Oil,,
ESP,P. E. LOS ALMENDROS II,WRI1006827,28.0,38.4792,-1.325,Wind,2007.0,
DEU,BHKW an Klinkerweg,WRI1005587,10.2,51.2169,6.9473,Gas,2000.0,
CZE,Hrabětice Solar Power Plant,WRI1029611,1.8,48.7952,16.4237,Solar,,
USA,NHH004 Winthrop Fuel Cell,USA0063649,1.0,40.6568,-73.9467,Gas,2018.0,
BRA,Faísa IV,BRA0030329,25.2,-3.3221,-39.2671,Wind,2014.0,
GBR,Brazier Landfill Scheme,GBR0000507,,51.8157,-0.056,Waste,,MISSING_CAPACITY
NZL,Mill Creek,WRI1022455,59.8,-41.2097,174.7294,Wind,2014.0,
BRA,Buriti,BRA0030420,,-20.2147,-47.6444,Biomass,2011.0,MISSING_CAPACITY
CHN,SPIP} E,WKS0065083,50.0,43.01,93.588,Solar,,
KEN,Gitaru,WRI1000039,225.0,-0.7967,37.7497,Hydro,1978.0,
USA,Meldahl Hydroelectric Project,USA0056872,105.0,38.7914,-84.173,Hydro,2016.0,
USA,City & County of Denver at Denver Int'l,USA0057645,3.4,39.9041,-104.6542,Solar,2011.0,
MEX,Hidroelectricas Virita,MEX0006631,2.6,18.8327,-97.1004,Hydro,,
USA,DG Dighton LLC CSG,USA0061634,3.1,41.8015,-71.1448,Solar,2017.0,
USA,Red Pine Wind Project,USA0061357,200.0,44.478,-96.1538,Wind,2018.0,
IND,Sharah Bhiyanimani RR,WKS0065657,10.0,28.023,73.061,Solar,,
EGY,Wadi Hof,WRI1000072,100.0,29.8757,31.3194,Gas,1985.0,
CHN,Datang Jingtai power station,WRI1070368,1320.0,37.2316,104.1681,Coal,2009.0,
USA,Temple Solar Arrays,USA0060848,,40.4235,-75.9252,Solar,2011.0,MISSING_CAPACITY
CHN,Panbei power station,WRI1070211,600.0,26.0645,104.5341,Coal,2014.0,
FRA,Castanet-le-Haut,WRI1024157,13.8,43.6735,2.9543,Wind,,
CZE,Nová Včelnice Solar Power Plant,WRI1029456,2.4,49.2282,15.0642,Solar,,
GBR,Kilbraur Windfarm,GBR0003202,47.5,58.0404,-4.0588,Wind,,
USA,Blount Street,USA0003992,100.0,43.0789,-89.3744,Gas,1959.0,
GRC,TSOUKA TSOUGARI,WRI1026622,12.0,38.2713,24.2366,Wind,2000.0,
IRN,Kahak,WRI1008146,100.0,36.1309,49.7262,Wind,2014.0,
GBR,Upper Farm solar park,GBR0002082,12.0,51.1721,-1.0997,Solar,,
USA,St Nicholas Cogen Project,USA0054634,99.2,40.8222,-76.1736,Coal,1990.0,
FRA,Saint-Denis,WRI1024817,,-20.933,55.4471,Solar,,MISSING_CAPACITY
CHN,Huaneng Gansu Jinchang,WRI1025969,20.0,38.49,102.32,Solar,,
BRA,Rondinha,BRA0030382,,-26.6825,-52.045,Hydro,2014.0,MISSING_CAPACITY
CHN,Shanxi Yangcheng Coal Mine Methane,WRI1071024,16.0,16.8826,-32.5028,Gas,,OCEAN_COORDS
THA,Bang Pakong,WRI1000161,4384.0,13.501,101.0253,Gas,,
FRA,Beaucens,WRI1025103,3.014,42.9519,0.0232,Hydro,,
NLD,Egmond aan Zee,WRI1005312,108.0,52.6061,4.4188,Wind,2006.0,
URY,PARQUE EÓLICO MALDONADO II,URY0000818,,-34.4397,-54.8887,Wind,,MISSING_CAPACITY
FRA,Anetz,WRI1025740,1.05656,47.3811,-1.0942,Solar,,
GHA,Aksombo,WRI1000011,1038.0,6.2998,0.0594,Hydro,1961.0,
USA,Alpaugh North,USA0058002,20.0,35.9025,-119.4428,Solar,2013.0,
GBR,Hywind Scotland Pilot Park (Hywind 2) Demonstrator,GBR0002479,30.0,57.5075,-1.4426,Wind,,
FRA,Fontpédrouse,WRI1024536,10.0,42.463,2.1949,Hydro,,
USA,RJC II Community Solar Garden,USA0061670,,44.1389,-93.2572,Solar,2018.0,MISSING_CAPACITY
OMN,Sohar Alumnium,WRI1023727,1000.0,24.4722,56.6331,Gas,2008.0,
MAR,Compagnie Eolienne de Detroit (CED),WRI1023689,50.4,35.8184,-5.4538,Wind,2000.0,
CAN,Dufferin,CAN0007822,40.6,8.7267,-129.2304,Hydro,,OCEAN_COORDS
USA,PPG Plant C Caustic,USA0050490,3.4,30.2264,-93.2938,Gas,1986.0,
LUX,Vianden Pumped Storage Power Plant Luxembourg,GEODB0045216,1296.0,49.9518,6.1784,Hydro,,
THA,Khonburi Sugar Public Company Limited,WRI1019456,22.0,14.5254,102.2459,Biomass,,
ESP,P.E. CARAMONTE,WRI1006962,49.94,41.1722,-2.4348,Wind,2009.0,
USA,Spica Community Solar,USA0060943,2.0,44.9361,-94.8541,Solar,2017.0,
USA,Titan Solar,USA0061811,50.0,39.6865,-104.014,Solar,2019.0,
USA,Raft River Geothermal Power Plant,USA0056317,18.0,42.0994,-113.3825,Geothermal,2008.0,
GBR,Beckton STW Enhanced Sludge Digestion,GBR0006182,5.8,51.5256,0.0799,Waste,,
CHN,Huhhot,WRI1000558,1200.0,40.98,111.7,Hydro,2014.0,
PRT,Salgueiros-Guilhado,WRI1023436,12.6,41.49,-7.601,Wind,2009.0,
CHN,Tianjin Petrolchemical captive power station,WRI1075740,300.0,-27.7465,80.2839,Coal,2010.0,OCEAN_COORDS
GTM,Aguacapa,WRI1061383,90.0,14.29,-90.505,Hydro,1982.0,
FRA,Le Cannet-des-Maures,WRI1025121,2.8,43.3739,6.3755,Hydro,,
FRA,Ocana,WRI1026711,42.5,41.946,8.935,Hydro,1961.0,
ITA,Corridonia,WKS0073060,4.4,43.265,13.569,Solar,,
CAN,Belmont,CAN0007664,20.0,42.8913,-81.1134,Solar,,
GBR,Whitton Mawr,GBR0002093,6.0,51.4413,-3.324,Solar,,
USA,GKS Solar,USA0059426,5.0,36.2483,-76.5019,Solar,2015.0,
USA,Blythe Solar II  LLC,USA0060092,131.2,33.68,-114.73,Solar,2016.0,
TUR,Burdur 18,WKS0066689,8.3,37.507,30.012,Solar,,
CHL,PUNTA PALMERAS,CHL0002014,45.0,-31.2345,-71.6404,Wind,,
USA,MNCPPC Germantown Solar,USA0062910,1.0,39.149,-77.3179,Solar,2018.0,
CZE,Komárov - Suntrax Solar Power Plant,WRI1029407,1.0,49.9173,17.9515,Solar,,
ESP,CICLO COMBINADO DE CASTELNOU,WRI1006355,790.68,41.2167,-0.2928,Gas,2006.0,
USA,Syncarpha Eagle Nest,USA0062149,1.0,36.5442,-105.2772,Solar,2018.0,
ITA,Librandello,WKS0061342,9.1,37.009,14.638,Solar,,
URY,ENGRAW,URY0000854,3.6,-34.2042,-55.748,Wind,,
USA,Westside WWTP,USA0057608,1.8,35.9403,-80.1106,Oil,2005.0,
USA,South Sioux City Solar,USA0060823,2.3,42.4585,-96.4397,Solar,2017.0,
FRA,Lézignan-Corbières,WRI1025389,1.65223,43.204,2.7621,Solar,,
IND,KARBI LANGPI,IND0000181,100.0,25.9552,92.5171,Hydro,2007.0,
JPN,Fukuchi A,WKS0070629,5.0,33.6874,130.7654,Solar,,
USA,WED Kingstown Solar I - East Array,USA0061622,3.0,41.4923,-71.6191,Solar,2018.0,
IND,Gajner BMD,WKS0062072,5.9,27.953,73.052,Solar,,
GBR,Greendykeside,GBR0003236,4.0,55.912,-3.9032,Wind,,
USA,Byllesby,USA0050328,2.5,19.9953,-34.3701,Hydro,1988.0,OCEAN_COORDS
BEL,Zeebrugge TJ,WRI1002286,18.6,51.329,3.1819,Oil,,
USA,DD Fayetteville Solar NC LLC,USA0059117,,34.8344,-78.8436,Solar,2015.0,MISSING_CAPACITY
USA,Mustang Hills LLC,USA0057833,150.0,35.0309,-118.2932,Wind,2012.0,
CHN,Liaoning Xianrendao Wind,WRI1072472,33.0,40.1867,121.9912,Wind,,
USA,Town of Norfolk MA at Medway Branch,USA0057942,1.2,42.1278,-71.3403,Solar,2012.0,
CAN,Ellershouse Wind Farm,CAN0008596,16.4,44.9316,-64.0276,Wind,,
IND,Askandra - Newton Solar Power Plant,WRI1026110,5.0,27.3537,71.6917,Solar,,
CAN,Ridge,CAN0008290,3.5,44.5538,-65.583,Hydro,,
USA,Bankhead Dam,USA0000002,53.9,33.4587,-87.3568,Hydro,1963.0,
HND,Cuyamapa,WRI1029368,12.8,15.2517,-87.5725,Hydro,,
USA,Stockton Athletic Center,USA0057864,1.4,39.4884,-74.5353,Solar,2008.999999999999,
BEL,SCHELLE WIND,WRI1002270,4.5,51.1265,4.3226,Wind,,
FRA,Cusset-Jonage,WRI1026739,85.0,45.79,5.025,Hydro,,
BRA,Fortaleza,BRA0028357,326.601,-3.6771,-38.8566,Gas,2003.0,
USA,Cutler Hydro,USA0003646,30.0,41.8347,-112.0521,Hydro,1927.0,
FRA,Santa Lucia,WKS0069066,4.4,41.701,9.3763,Solar,,
USA,FLS Solar 230 (Warren),USA0059646,4.8,35.0161,-77.8219,Solar,2015.0,
USA,Pelzer Lower,USA0010800,3.3,34.6165,-82.4479,Hydro,1990.0,
CHN,Qili} I+II,WKS0061721,18.0,40.084,94.491,Solar,,
CZE,Veleliby Solar Power Plant,WRI1029732,1.5,50.2115,15.03,Solar,,
FRA,Coulours,WRI1024550,10.0,48.162,3.5941,Wind,,
GBR,Cold Northcott,GBR0003511,6.6,50.6455,-4.5467,Wind,,
ESP,BOLARQUE I GRUPO 1,WRI1006266,27.94,40.419,-2.9226,Hydro,1954.0,
CHN,Shangyi A,WKS0067941,30.0,41.496,114.008,Solar,,
USA,Dresden Energy Facility,USA0055350,678.3,40.0928,-82.0276,Gas,2012.0,
NLD,Nerefco,WRI1005402,22.5,51.9539,4.0954,Wind,2002.0,
USA,Palmer Landfill,USA0060076,4.0,14.3262,-29.4723,Solar,2017.0,OCEAN_COORDS
CHN,Jianjingzi A,WKS0066774,20.0,37.318,106.0,Solar,,
FRA,Gargilesse-Dampierre,WRI1024615,9.0,46.5061,1.6202,Hydro,,
CAN,Upper Lake Falls,CAN0008499,5.4,44.1574,-64.9984,Hydro,,
ZAF,Mulilo Sonnedix Prieska,WRI1061291,86.0,-30.0246,22.3392,Solar,2016.0,
KHM,Siang Phong,WRI1026842,2.0,-23.9636,74.641,Waste,2014.0,OCEAN_COORDS
BRA,Vila Pará III,BRA0031765,24.0,15.7211,-38.1741,Wind,2016.0,OCEAN_COORDS
NOR,Mel,WRI1003352,60.0,61.3467,6.5565,Hydro,,
RUS,KANSK CHP,WRI1003721,24.0,56.2292,95.6961,Coal,1953.0,
GBR,Ballinderry Road Solar Phase 2 (Lisburn),GBR0005331,7.0,54.5132,-6.0883,Solar,,
BRA,Guaíra Energética,BRA0030026,,4.5638,-133.9858,Biomass,2010.0,OCEAN_COORDS|MISSING_CAPACITY
TUR,OMV Samsun Doğalgaz Santrali,WRI1018757,887.0,41.24,36.4767,Gas,,
USA,West Salisbury Farm LLC,USA0059111,5.0,35.6683,-80.5236,Solar,2015.0,
USA,South Holston,USA0003416,38.5,36.5232,-82.0902,Hydro,1951.0,
BRA,BASF DEM,BRA0033397,2.2224,-23.7455,-46.5528,Oil,1982.0,
GBR,Inverclyde Wind Farm (Corlic Hill),GBR2001056,24.0,55.9185,-4.7289,Wind,,
USA,USS Brude Solar CSG,USA0062361,1.0,44.094,-94.058,Solar,2019.0,
USA,Equinix San Jose,USA0060223,1.1,37.2417,-121.7814,Gas,2015.0,
CHN,Xiaoxia,WRI1000595,230.0,36.15,104.01,Hydro,,
CZE,Chýnov Solar Power Plant,WRI1029600,2.0,49.4172,14.811,Solar,,
THA,Bamnet Narong - BSE Solar Power Plant,WRI1026224,16.0,15.4211,101.6985,Solar,,
USA,Avenue A Generator Sets,USA0007854,3.6,-28.3231,65.012,Oil,2000.0,OCEAN_COORDS
DEU,Wintershall,WRI1006146,109.5,50.894,9.9972,Gas,1967.0,
USA,AES Hawaii,USA0010673,203.0,21.3034,-158.1065,Coal,1992.0,
USA,Bowater Newsprint Calhoun Operation,USA0050956,63.2,35.2964,-84.7569,Biomass,1955.1867088607592,
MEX,Temascal,MEX0001863,354.0,18.2324,-96.4115,Hydro,,
NLD,Haringvliet,WRI1005339,3.6,51.8412,4.0606,Wind,1997.0,
PRT,Sistema Alforfa,WRI1022798,7.2,40.2758,-7.6118,Hydro,1997.0,
CHN,Ulanhot Xingan-2 power station,WRI1070657,100.0,46.0508,122.0611,Coal,2008.0,
CZE,Borek Solar Power Plant,WRI1029462,1.0,49.0301,14.5048,Solar,,
USA,Pole Hill,USA0000519,38.2,40.3651,-105.3251,Hydro,1954.0,
GBR,Himley Wood Landfill Site,GBR0000554,4.4,-18.1405,60.9164,Waste,,OCEAN_COORDS
USA,County of San Diego SBRC,USA0062242,1.3,32.6327,-117.0777,Solar,2019.0,
CHN,Jilin - Guodian Coal,WRI1070509,650.0,-2.1394,-149.2969,Coal,1955.0,OCEAN_COORDS
CAN,Upper Stave River,CAN0008503,33.0,49.566,-122.3503,Hydro,,
NZL,Paerau and Patearoa,WRI1000346,12.0,-45.4167,169.95,Hydro,2011.0,
DEU,Zeltingen,WRI1006152,13.6,19.2818,-24.575,Hydro,1964.0,OCEAN_COORDS
CHN,Shanshan 2,WKS0062568,20.0,42.969,90.076,Solar,,
GBR,Boxted Airfield,GBR0002143,18.8,51.9431,0.9296,Solar,,
PRT,Ermal,WRI1022701,10.0,41.5781,-8.1528,Hydro,1937.0,
BRA,Virgolino de Oliveira - Itapira,BRA0001181,5.8,-22.4081,-46.7958,Biomass,1975.0,
USA,EQX003 Secaucus Rd Fuel Cell,USA0063703,2.0,40.7785,-74.0722,Gas,2018.0,
DEU,Grotenheid,WKS0073077,9.0,54.226,9.83,Solar,,
CHN,Chongqing Shizhu power station,WRI1070688,700.0,30.3907,108.2201,Coal,2014.0,
DEU,Breitungen Solar Power Plant,WRI1030202,3.6,50.7789,10.3287,Solar,,
CHE,Tinizong,WRI1004583,69.5,46.5824,9.6173,Hydro,1954.0,
USA,Lewis Smith Dam,USA0000018,181.0,33.9406,-87.1077,Hydro,1961.5,
BEL,Zedelgem TJ,WRI1002284,18.6,51.1424,3.1368,Oil,,
USA,Chambers Cogeneration LP,USA0010566,285.0,39.6935,-75.4858,Coal,1994.0,
CHN,Yuzhou A,WKS0070011,35.0,34.335,113.359,Solar,,
USA,Cascade Dam,USA0000813,12.4,44.5256,-116.0483,Hydro,1984.0,
CHN,Sichuan Jinwa,WRI1071678,240.0,29.2314,102.0344,Hydro,,
USA,Moser Generating Station,USA0003163,63.599999999999994,40.2352,-75.6193,Oil,1970.0,
USA,Prairie Star Wind Farm,USA0056494,100.6,43.6861,-92.6272,Wind,2008.0,
CHN,Huaneng Yangliuqing power station,WRI1070829,1300.0,39.1512,117.038,Coal,2002.0,
CHE,Courgenay,WKS0066360,15.0,47.41,7.13,Solar,,
AUS,Daydream Solar Farm ,AUS0000531,50.0,-20.4947,147.7707,Solar,,
CHN,Tongxin C,WKS0070356,60.0,37.067,105.916,Solar,,
USA,Wellington 1,USA0001330,24.0,37.2614,-97.4057,Gas,1977.3333333333333,
USA,Summit Water Nexus Mt. Holly  LLC Solar,USA0060809,1.0,39.9873,-74.8018,Solar,2013.0,
AZE,Azerbaijan TPP,WRI1002179,2400.0,40.78,46.9901,Oil,,
CHN,Baishui River Shiji,WRI1072253,32.0,33.0178,113.4861,Hydro,,
USA,Minco Wind II  LLC,USA0057956,100.8,35.3253,-98.0714,Wind,2011.0,
COD,Djeno Total,WRI1061234,25.0,-4.9154,11.9362,Gas,2012.0,
USA,Arthur Von Rosenberg,USA0007512,575.0,29.257,-98.384,Gas,2000.0,
CAN,La Grande-2-A,CAN0002174,2106.0,53.7808,-77.5483,Hydro,,
USA,Frankenheimer Power Plant,USA0050219,5.3,37.8304,-120.807,Hydro,1983.0,
USA,UL Advanced Wind Turbine Test Facility,USA0061589,3.5,34.966,-101.7841,Wind,2017.9428571428573,
USA,Milford Power Project,USA0055126,578.0,41.2244,-73.0997,Gas,2004.0,
USA,Franklin (NE),USA0002238,3.9,40.0892,-98.9508,Gas,1966.5128205128208,
BRA,Carandaí,BRA0000667,4.234,-21.0556,-44.2094,Hydro,1936.0,
CHN,Yanwa,WRI1072184,24.0,27.4933,99.0258,Hydro,,
BRA,Bayer,BRA0028004,3.84,-23.544,-46.6265,Gas,,
USA,Mass Midstate Solar 3,USA0058275,4.0,42.2197,-71.8786,Solar,2014.0,
CHE,Sedrun 1,WRI1004512,150.0,46.6816,8.7786,Hydro,1968.0,
CAN,Perpetual Cleanpower Oro 4 Line,CAN0008225,10.0,44.5006,-79.6133,Solar,,
VNM,Ialy,WRI1030835,720.0,14.2274,107.8294,Hydro,2002.0,
BOL,Huaji Hydroelectric Power Plant Bolivia,GEODB0044749,34.0,-16.0416,-67.9566,Hydro,,
VNM,Cam Ranh,WKS0072716,49.5,11.892,109.088,Solar,,
NOR,Hynna,WRI1003244,,3.3939,-152.9193,Hydro,,OCEAN_COORDS|MISSING_CAPACITY
GBR,Narborough Landfill,GBR0000711,2.7,52.5728,-1.2268,Waste,,
RUS,Volzhskaya HPP,WRI1003853,2671.0,48.8244,44.6767,Hydro,1952.0,
GBR,Sutton Grange AD Plant,GBR0000353,3.0,53.3631,-0.9601,Biomass,,
UKR,Vesele,WKS0071515,16.0,47.075,34.93,Solar,,
USA,Enderlin,USA0054908,9.8,46.6144,-97.5765,Waste,1983.0,
AUS,Pedler Creek,AUS0000236,3.0,-35.2023,138.5021,Waste,,
GBR,Binsted,GBR0006205,4.9979,50.8338,-0.6061,Solar,,
USA,Chester CSG,USA0062761,2.0,41.339,-74.288,Solar,2019.0,
FRA,Laissac,WRI1025319,1.8917,44.3651,2.8173,Solar,,
USA,Mother Ann Lee,USA0001359,2.0999999999999996,37.8297,-84.7247,Hydro,2007.6666666666667,
BRA,Fibrasa Embalagens,BRA0029911,,-14.3576,74.3839,Oil,,OCEAN_COORDS|MISSING_CAPACITY
BRA,Lajes,BRA0001305,2.07,-6.7819,-48.1508,Hydro,,
QAT,Ras Laffan C (Ras Qartas) CCGT Power Plant Qatar,GEODB0042860,2730.0,25.936,51.5235,Gas,,
PHL,Surallah 12,WKS0062558,12.0,6.34,124.74,Solar,,
ESP,PARQUE EOLICO MORATALLA,WRI1007577,21.78,38.1893,-1.8918,Wind,,
JPN,Sakaide - JAG Solar Power Plant,WRI1026552,2.0,34.3451,133.8846,Solar,,
GBR,Tilbury Green Power,GBR2001002,43.0,51.4604,0.3497,Biomass,,
VNM,Hat Liu,WRI1030901,5.0,21.5067,104.3622,Hydro,2014.0,
