country,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,commissioning_year,error_flags
BRA,Tishman Spyer,BRA0031143,2.65,-23.5013,-46.8678,Oil,2013.0,
USA,Oswego County Energy Recovery,USA0050907,3.6,43.3488,-76.4252,Waste,1986.0,
JPN,Rokunohe B,WKS0071666,,40.6627,141.3312,Solar,,MISSING_CAPACITY
DEU,Bachhagel Solar Power Plant,WRI1030333,1.8,48.6281,10.3384,Solar,,
BRA,Taíba Albatroz,BRA0028858,16.5,-3.5103,-38.9164,Wind,2008.0,
IND,VARAHI,IND0000497,460.0,13.6576,74.9484,Hydro,1999.0,
GBR,Rainbow,GBR0001876,4.7907,52.0702,-1.861,Solar,,
GBR,Trickey Warren,GBR0004860,4.63197,50.9269,-3.1381,Solar,,
CHN,Laoliang B,WKS0071133,40.0,41.311,114.249,Solar,,
POL,EC Wrocław,WRI1019055,263.0,51.1234,17.0241,Coal,,
ITA,Oria,WKS0066749,5.9,40.474,17.646,Solar,,
GRC,Mesokomo,WKS0073072,5.0,40.56,23.35,Solar,,
USA,Richmond Solar Park 3,USA0062770,6.7,39.839,-84.8256,Solar,2020.0,
UKR,Starokozache,WKS0061380,,46.344,30.004,Solar,,MISSING_CAPACITY
USA,Soliloquoy Ridge LLC,USA0055570,1.9,44.2364,-96.2331,Wind,2001.0,
GBR,Tredinnick Fields,GBR0001064,5.8,50.4067,-4.7582,Solar,,
POL,EC Zakłady Chemiczne Police,WRI1019088,100.0,53.5743,14.5334,Coal,,
NPL,Devighat Hydroelectric Power Plant Nepal,GEODB0040484,14.1,27.9212,85.1462,Hydro,,
USA,Smithland Hydroelectric Plant,USA0057400,75.9,37.1696,-88.4195,Hydro,2017.0,
USA,Hatchet Creek Project,USA0010882,6.8,40.8741,-121.9204,Hydro,1987.0,
BRA,Cachoeira do Brumado,BRA0029723,2.34,-21.8528,-43.8886,Hydro,2010.0,
AUS,Onslow,AUS0000411,3.6,-21.6582,115.099,Gas,,
FRA,Damazan,WRI1025307,1.90716,44.2889,0.2751,Solar,,
MMR,Baluchaung BHP (1),WRI1061350,28.0,19.57,97.316,Hydro,1992.0,
FRA,La Neuville-Bosmont,WRI1024224,12.0,49.7149,3.8333,Wind,,
PHL,NAC DPP,WRI1030490,,9.7189,125.5081,Oil,2017.0,MISSING_CAPACITY
FRA,La Salvetat-Peyralès,WRI1025362,1.72735,44.2211,2.1966,Solar,,
FRA,Aragnouet,WRI1024461,10.255,42.7845,0.1782,Hydro,,
IND,GACL Kutch Wind Farm,WRI1026671,,23.0272,69.9494,Wind,,MISSING_CAPACITY
ESP,P. E. SERRA DO CANDO,WRI1006865,29.23,42.4,-8.4333,Wind,,
FRA,Distré,WRI1025230,2.21506,47.2232,-0.1236,Solar,,
IRL,Ballinlough/Ikerrin,WRI1022831,,52.8301,-8.0752,Wind,2006.0,MISSING_CAPACITY
RUS,Tolmachevskaya HPP-3,WRI1062173,18.4,52.6286,157.4468,Hydro,1997.0,
BRA,Capão Preto,BRA0027107,4.3,-21.85,-47.7833,Hydro,,
MEX,Ingenio San Rafael de Pucte,MEX0006688,9.0,18.2782,-88.683,Biomass,,
MEX,Ingenio Tres Valles,MEX0006691,12.0,18.2648,-96.1624,Biomass,,
IND,Devgarh Wind Farm,WRI1026089,37.5,23.964,74.6215,Wind,,
USA,Sherburne North Project CSG,USA0061762,5.0,45.4978,-94.1143,Solar,2018.0,
USA,WyEast Solar,USA0061345,10.0,45.5846,-120.5999,Solar,2018.0,
USA,American Crystal Sugar Drayton,USA0054213,6.0,48.5932,-97.1761,Coal,1965.0,
PRT,Seixal 1,WRI1022648,,38.594,-9.1649,Solar,2014.0,MISSING_CAPACITY
GBR,London Southend Airport (resubmission),GBR0005946,2.5,51.5755,0.6938,Solar,,
IND,Vaayu Ashti Wind Farm,WRI1026665,50.4,19.108,74.9885,Wind,,
VEN,Manuel Piar (Tocoma) Hydroelectric Power Plant Venezuela,WRI1061137,2530.0,7.8997,-63.0322,Hydro,2017.0,
CHL,JUNCALITO,CHL0001053,1.0,-32.9011,-70.2697,Hydro,,
GBR,Sutton Courtney,GBR0000595,6.0,51.6334,-1.2544,Waste,,
CHN,Urad Houqi C,WKS0070176,,41.584,106.884,Solar,,MISSING_CAPACITY
USA,Whitney,USA0006414,41.8,31.8694,-97.3667,Hydro,1953.0,
USA,SPS3 Lea,USA0057738,10.0,32.4697,-103.3233,Solar,2011.0,
ITA,Torchiarolo,WKS0060200,8.0,40.498,18.019,Solar,,
URY,PARQUE EÓLICO LOMA ALTA - CENTRAL 1,URY0000858,,-34.2862,-54.0603,Wind,,MISSING_CAPACITY
DNK,Langelinje,WKS0071876,10.0,54.72,11.289,Solar,,
USA,Stevenson,USA0000553,30.5,41.3833,-73.1714,Hydro,1923.4590163934429,
CHN,Fujian Pingnan Yuanping Expansion,WRI1072413,16.0,26.8964,119.2193,Hydro,,
PRT,Nave,WRI1023400,38.0,40.9395,-7.7717,Wind,2007.0,
GBR,South View Farm,GBR0000037,2.0,54.2703,-0.7586,Biomass,,
THA,Lam Ta Khong,WRI1000170,1000.0,14.8073,101.5453,Hydro,2002.0,
MEX,Villanueva III,WKS0067954,250.0,25.577,-103.034,Solar,,
ARG,PARQUE EOLICO ARAUCO SAPEM II,ARG0000193,25.2,7.7724,-33.1519,Wind,,OCEAN_COORDS
USA,NAFTA Region Olefins Complex Cogen Fac,USA0055122,83.2,29.9543,-93.8836,Gas,2001.0,
VNM,Dak Psi 4,WRI1030848,30.0,14.7684,108.0027,Hydro,2010.0,
DEU,Nordhausen Solar Power Plant,WRI1030138,3.0,51.489,10.8254,Solar,,
CAN,Culliton Creek,CAN0008593,15.0,49.8772,-123.1599,Hydro,,
FRA,Machecoul,WRI1024768,7.12448,46.9908,-1.8243,Solar,,
CHN,SPIP} J,WKS0070044,20.0,43.046,93.62,Solar,,
USA,Orrville,USA0002935,84.5,40.851,-81.7658,Coal,1965.6745562130177,
USA,Holliston Solar CSG,USA0060731,1.0,42.1696,-71.4682,Solar,2015.0,
GBR,Land At Rymes Farm (Phase 1),GBR0004939,6.9,51.9184,-2.3715,Solar,,
USA,Transalta Centralia Generation,USA0003845,1459.8,46.7559,-122.8598,Coal,1973.0,
AUS,Canning Vale,AUS0000330,4.0,-32.0739,115.8914,Waste,,
EGY,BbSP} Vogt/Lekela,WKS0067966,,24.433,32.729,Solar,,MISSING_CAPACITY
USA,Sullivan County - Adult Care Solar,USA0060817,2.0,41.7966,-74.7081,Solar,2017.0,
USA,Swan Lake,USA0000070,22.6,55.6152,-131.3561,Hydro,1984.0,
USA,Covanta Lake County Energy,USA0050629,15.5,28.7402,-81.8892,Waste,1990.0,
BRA,Arvoredo,BRA0028755,13.0,-27.0667,-52.4833,Hydro,2010.0,
MEX,Colimilla,MEX0006584,51.2,20.7847,-103.3247,Hydro,,
JPN,Sera Town,WKS0064539,5.9,34.5938,132.9703,Solar,,
BRA,Salto do Passo Velho,BRA0002173,1.8,-26.75,-52.4167,Hydro,2001.0,
USA,Sod Run WTP A,USA0060669,2.0,7.4482,-128.3041,Solar,2016.0,OCEAN_COORDS
CHN,Baitugang I,WKS0061718,39.4,37.793,106.364,Solar,,
DEU,Zerbst I,WKS0063284,9.0,51.999,12.136,Solar,,
USA,Roberds Garden CSG,USA0063480,1.0,44.2995,-93.2391,Solar,2019.0,
USA,Quichapa 1,USA0061119,3.0,37.6582,-113.2167,Solar,2017.0,
USA,Philadlephia,USA0010197,3.6,44.1586,-75.7088,Hydro,1986.0,
ITA,Suvereto,WKS0061420,6.1,43.0508,10.696,Solar,,
USA,Diablo,USA0006432,182.4,48.7139,-121.1317,Hydro,1936.493421052632,
POL,Porąbka-Żar,WRI1019048,540.0,49.7809,19.2115,Hydro,1979.0,
RUS,Kachkanar HPP,WRI1061774,50.0,58.7066,59.5119,Gas,,
PHL,SACASOL P1,WRI1001948,21.0,10.5158,123.4351,Solar,,
CHN,Inner Mongolia Wuliji Phase 2 Wind,WRI1072257,50.0,41.2939,106.4002,Wind,,
CHN,Zhanjiang Coal,WRI1070299,1200.0,21.3102,110.4095,Coal,1995.0,
BRA,Engenheiro José Gelásio da Rocha,BRA0028845,24.435,-16.7,-54.76,Hydro,2007.0,
USA,Geo East Mesa II,USA0054038,21.6,32.7757,-115.2637,Geothermal,1989.0,
MEX,Falcón,MEX0006580,31.5,26.5584,-99.1694,Hydro,,
CHN,Inner Mongolia Jinjie Baiyun Phase 1,WRI1071822,49.0,41.6417,109.9389,Wind,,
GBR,K L Technologies Wind Turbine,GBR0003842,1.5,52.7712,0.3857,Wind,,
USA,Niles Power Plant,USA0002861,27.0,41.1669,-80.7477,Oil,1972.0,
USA,City of Havre De Grace C,USA0060668,2.0,39.436,-76.22,Solar,2016.0,
USA,Griffith,USA0059019,2.0,41.5214,-87.4361,Solar,2013.0,
BRA,Alcon,BRA0029150,11.2,-18.4533,-39.9358,Biomass,2001.0,
URY,PARQUE EÓLICO MAGDALENA,URY0000848,17.2,-34.7458,-56.5731,Wind,,
USA,New Auburn DPC Solar,USA0060936,2.5,45.21,-91.4353,Solar,2018.0,
USA,Armstrong,USA0055347,688.0,40.638,-79.3517,Gas,2002.0,
BRA,Vetorial Corumbá,BRA0030384,10.0,-19.2211,-57.6195,Biomass,2009.0,
USA,Kern Canyon,USA0007911,9.5,35.4407,-118.7965,Hydro,1921.0,
IND,RANJANI MILL,WRI1019979,12.5,18.5354,76.245,Biomass,,
USA,J Lamar Stall Unit,USA0056565,624.0,32.5195,-93.7601,Gas,2010.0,
CHN,Huaneng Shandong Hekou Phase 3,WRI1071685,49.0,38.0492,118.4642,Wind,,
GBR,Lains Farm,GBR0001840,5.0,51.1987,-1.6116,Solar,,
USA,Riverside Energy Resource Center,USA0056143,196.0,33.9636,-117.4528,Gas,2008.4489795918369,
IND,Kosa Wind Farm,WRI1026086,33.0,23.3183,68.6988,Wind,,
POL,FF Kolno,WRI1061568,2.0,53.3908,21.9149,Solar,2015.0,
CHN,Datang Tulufan,WRI1025991,20.0,43.13,89.313,Solar,,
USA,Wygen 1,USA0055479,90.0,44.2858,-105.3833,Coal,2003.0,
DEU,Rudolf-Fettweis-Werk 2,WRI1006035,65.0,48.6732,8.3557,Hydro,1926.0,
DEU,Spremberg,WKS0060320,3.6,51.537,14.389,Solar,,
CHN,Yulin Yangguang power station,WRI1075784,60.0,38.4008,109.8646,Coal,2003.0,
CZE,Uherský Brod Solar Power Plant,WRI1029386,10.2,49.0063,17.6584,Solar,,
CZE,Petrovice Solar Power Plant,WRI1029517,3.3,48.9371,14.685,Solar,,
FRA,Sainte-Geneviève-sur-Arg,WRI1025141,2.66073,44.7999,2.7431,Solar,,
CAN,Fotolight,CAN0007864,10.0,44.0199,-77.094,Solar,,
USA,West Point (PA),USA0052149,88.2,40.2205,-75.3016,Gas,1996.810657596372,
GBR,Albrighton Solar farm,GBR0005506,15.8,52.6395,-2.2507,Solar,,
IRN,Mess Sarcheshmeh,WRI1008164,154.0,29.2488,57.218,Gas,1977.0,
CHN,Dingbian B,WKS0069989,100.0,37.552,107.68,Solar,,
BRA,Assis Brasil - TECG,BRA0034375,2.2,-10.9428,-69.5747,Oil,2016.0,
USA,Pixelle Specialty Solutions LLC - Chillicothe Facility,USA0010244,92.8,12.7222,-22.1807,Biomass,1966.1831896551723,OCEAN_COORDS
FRA,Huiron,WRI1024778,6.9,48.6925,4.495,Wind,,
FRA,Lectoure,WRI1025335,1.82597,43.9402,0.6506,Solar,,
USA,Coleto Creek,USA0006178,622.4,28.7128,-97.2142,Coal,1980.0,
SWE,Juktan Vind,WRI1002154,27.0,65.0959,17.1173,Wind,2014.0,
RUS,Novomoskovsk SDPS,WRI1003773,233.7,54.0864,38.2375,Gas,1934.0,
IND,JOJBERA,IND0000160,427.5,22.7554,86.2491,Coal,2000.0,
NOR,Haukrei,WRI1003197,19.0,59.2048,7.8318,Hydro,,
USA,NIST Solar,USA0062208,4.0,39.127,-77.216,Solar,2019.0,
BRA,Vale Fertilizantes Uberaba (Antiga Fosfértil - Expansão do Complexo Industrial Uberaba),BRA0027766,24.4,10.0658,-23.7779,Oil,,OCEAN_COORDS
USA,Pfizer Groton Plant,USA0054236,37.5,41.3315,-72.0786,Gas,1988.2,
USA,Pilot Butte,USA0000674,1.6,43.219,-108.7877,Hydro,1927.0,
USA,Tazewell Gas Recovery,USA0050721,2.4000000000000004,40.6817,-89.5167,Waste,1992.3333333333333,
PRT,Degracias,WRI1023336,20.0,40.0227,-8.5163,Wind,2005.0,
USA,Bennett Creek Windfarm LLC - Mountain Home,USA0056637,21.0,43.0536,-115.4803,Wind,2008.0,
CHN,Datang Shentou power station,WRI1070591,2000.0,39.3648,112.5333,Coal,1998.0,
USA,Pio Pico Energy Center,USA0057555,395.4,32.5739,-116.9178,Gas,2016.0,
CHN,Urad Zhongqi D,WKS0070180,,42.014,108.064,Solar,,MISSING_CAPACITY
PSE,Jericho,WKS0073950,7.6,31.93,35.46,Solar,,
ITA,Cascina Campagna,WKS0067984,4.5,45.482,8.146,Solar,,
FRA,PIED DE BORNE,WRI1002755,109.4,44.479,3.986,Hydro,,
BRA,Nova Aurora,BRA0029066,21.0,-18.1428,-48.27,Hydro,2011.0,
USA,Stetson Wind II,USA0056991,25.5,45.615,-67.971,Wind,2010.0,
URY,GALOFER,URY0000842,14.0,-33.2505,-54.4018,Biomass,,
PHL,Kirahon,WKS0061764,12.6,8.556,124.787,Solar,,
USA,Baldwin City Plant No 1,USA0001262,4.2,38.7745,-95.1867,Oil,1966.857142857143,
IND,T.B. DAM,IND0000436,36.0,15.2615,76.3379,Hydro,1960.0,
GBR,Mains of Hatton,GBR0003980,2.4,57.6153,-2.0667,Wind,,
USA,Walton County Power LLC,USA0055128,494.1,33.8148,-83.6954,Gas,2001.0,
NOR,Melkoya,WRI1003355,250.0,70.684,23.5929,Gas,,
USA,Garzas 2,WRI1026826,5.04,18.0727,-66.7305,Hydro,1941.0,
VEN,Planta Camejo,WRI1018664,61.0,11.6956,-70.1996,Gas,,
GBR,Manor Farm (Castle Cary),GBR0002242,1.8,51.0806,-2.5102,Solar,,
ESP,P. E. CASTILFRIO,WRI1023527,24.75,41.9461,-2.2822,Wind,2003.0,
USA,Johnson 1,USA0002228,21.6,40.6936,-99.8178,Hydro,1941.0,
USA,Spartanburg Water System,USA0054675,4.3,35.1103,-81.9675,Oil,1992.0,
GBR,Westover Farm - resubmission,GBR0002090,7.0,51.1621,-1.5062,Solar,,
USA,Putnam (MI),USA0001739,13.5,42.7108,-83.4561,Oil,1971.0,
BRA,Segredo,BRA0028822,26.118,-13.2295,-59.0317,Hydro,2013.0,
USA,Buffalo Gap Wind Farm,USA0056240,120.6,32.3116,-100.0616,Wind,2006.0,
CHL,Arica I p3,WKS0067763,,-18.495,-70.12,Solar,,MISSING_CAPACITY
USA,Bison 3 Wind Energy Center,USA0057801,105.0,46.98,-101.5547,Wind,2013.0,
USA,Princeton Wind Farm,USA0007501,3.0,42.4789,-71.9,Wind,2010.0,
RUS,Izhevsk CHP Plant-1,WRI1061743,290.0,56.8454,53.1783,Gas,1934.0,
USA,Phoenix Solar South Farms LLC Solar Farm,USA0062735,4.7,40.0817,-88.2445,Solar,2016.0,
USA,Bloomington Power Plant,USA0007767,10.2,9.3191,-137.4718,Oil,1999.0,OCEAN_COORDS
RUS,Yushkozerskaya HPP,WRI1061645,18.0,64.83,32.0083,Hydro,1980.0,
USA,Cambridge CT,USA0002038,194.2,45.601,-93.2081,Gas,2003.266735324408,
AUS,Collie A,AUS0000208,340.0,-33.3422,116.2612,Coal,,
USA,Alpine Solar,USA0057295,66.0,34.7892,-118.5047,Solar,2013.0,
USA,Tart Farm,USA0059583,5.0,6.6077,-120.8374,Solar,2016.0,OCEAN_COORDS
GBR,Cairnmore Solar Park (extension),GBR0005945,,13.4069,-33.6322,Solar,,OCEAN_COORDS|MISSING_CAPACITY
USA,Three Bridge,USA0062540,2.0,34.6705,-79.2001,Solar,2019.0,
IDN,Riam Kanan/pangeran Muhamad Nur,WRI1001004,30.0,-3.5156,115.0074,Hydro,,
GBR,British Sugar - Bury,GBR0004877,5.0,52.2543,0.727,Biomass,,
PER,Huanchor,WRI1022079,20.0,-11.7812,-76.308,Hydro,2002.0,
USA,Paragould Reciprocating,USA0008015,19.200000000000003,36.0242,-90.5094,Gas,2001.0,
USA,Palmer,USA0062135,3.5,42.2038,-72.3254,Solar,2019.0,
USA,L V Sutton Combined Cycle,USA0058697,851.0,34.2831,-77.9853,Gas,2013.5687426556992,
GBR,Hafoty Ucha '2' and '3' Wind Turbine,GBR0002568,2.6,52.9962,-3.5883,Wind,,
BRA,Arrudas,BRA0030224,2.4,-19.8953,-43.8783,Waste,,
USA,Crawfordsville Power Plant,USA0001024,24.9,-10.0587,83.3538,Coal,1961.313253012048,OCEAN_COORDS
DEU,Dormagen,WRI1005636,586.3,51.0791,6.8287,Gas,2000.0,
FRA,Soucia,WRI1025073,3.3153,46.5398,5.7583,Solar,,
IDN,Darajat 1,WRI1000750,55.0,-7.2173,107.7394,Geothermal,,
GBR,Kings Barn Farm - Energy Barn,GBR2001162,,50.8898,-0.3172,Storage,,MISSING_CAPACITY
CHN,Baicheng Linhai,WKS0068056,12.0,45.445,122.778,Solar,,
GBR,Welbeck Colliery,GBR0002283,9.6,53.2239,-1.1377,Solar,,
CHN,Yuyao Gas,WRI1029837,780.0,30.07,121.1,Gas,,
IND,Mahoba Adani,WKS0066923,50.0,25.305,79.81,Solar,,
IND,IND BARATH TPP,IND0000153,350.0,21.658,83.92,Coal,2016.0,
AUS,Munmorah,AUS0000282,600.0,-33.2117,151.5418,Coal,,
USA,Covanta Bristol Energy,USA0050648,16.3,41.6492,-72.9153,Waste,1988.0,
USA,265 Pleasant Solar NG  LLC,USA0059485,2.2,42.5814,-71.7622,Solar,2014.0,
USA,Jasper,USA0055927,,32.3594,-81.1242,Gas,2004.0,MISSING_CAPACITY
GBR,South Humber Bank,GBR1000074,1310.0,53.6008,-0.1446,Gas,,
FRA,Espeyrac,WRI1025300,1.95,44.6192,2.5196,Hydro,,
BRA,Rio Prata,BRA0027274,2.135,-13.6533,-59.8878,Hydro,1994.0,
CHN,Yichuan A,WKS0070017,30.0,17.6665,-24.9069,Solar,,OCEAN_COORDS
BRA,Boca do Córrego,BRA0030697,24.3,-3.0984,-39.6663,Wind,2014.0,
PRT,Cabeço da Rainha,WRI1023308,,39.8555,-7.9142,Wind,2000.0,MISSING_CAPACITY
FRA,La Rochelle-Normande,WRI1025294,1.98698,48.7632,-1.4354,Solar,,
CHL,PANGUE,CHL0001090,467.0,-37.9099,-71.6087,Hydro,,
USA,Port Washington Generating Station,USA0004040,1208.8000000000002,43.3842,-87.8689,Gas,2006.5,
FRA,Amanvillers,WRI1025738,1.06,49.1599,6.0462,Biomass,,
USA,Harmon DC Totowa NJ,USA0058095,1.5,40.9039,-74.2478,Solar,2012.0,
IND,Sujangadh,WKS0061629,25.0,22.7257,71.4364,Solar,,
BRA,Bons Ventos,BRA0028887,50.0,-4.4472,-37.7596,Wind,2010.0,
ESP,C.H. ARNOYA,WRI1006277,10.0,42.8878,-8.9567,Hydro,2005.0,
ARG,NUEVA ESPERANZA,ARG0000323,3.38,-26.2072,-64.2477,Oil,,
USA,Pilgrim Stage Wind Park,USA0056440,,42.7975,-114.9986,Wind,2011.0,MISSING_CAPACITY
BRA,AMBEV - João Pessoa,BRA0030050,1.35,-7.111,-34.8536,Oil,,
BRA,Parque Eólico dos Índios 2,BRA0030734,29.9,-30.0194,-50.3362,Wind,2014.0,
BRA,EnergyWorks Corn Products Balsa,BRA0028077,9.199,-25.58,-49.6265,Gas,2002.0,
IDN,PLTGU Belawan – Sicanang,WRI1000871,817.0,3.7715,98.6687,Gas,,
FRA,Villesèque-des-Corbières,WRI1023944,55.31,43.0193,2.8696,Wind,,
SWE,Gideabacka,WRI1002055,14.0,-26.9073,85.4529,Hydro,1995.0,OCEAN_COORDS
MWI,Nkula,WRI1023104,124.0,-15.558,34.787,Hydro,,
CHN,Inner Mongolia Saiwusu I Wind,WRI1071225,49.0,41.5356,106.9533,Wind,,
KOR,Bundang,WRI1000190,,37.3642,127.1482,Gas,,MISSING_CAPACITY
ARG,MAR DEL PLATA (9 DE JULIO),ARG0000007,201.3,-38.0495,-57.546,Gas,,
CHE,Ritom,WRI1004462,44.0,46.5136,8.6783,Hydro,1920.0,
CHN,Jia Aigedan A,WKS0069268,45.0,40.297,110.956,Solar,,
FRA,Fort-de-France,WRI1024769,7.10742,14.6409,-61.0692,Solar,,
USA,Bartletts Ferry,USA0000702,173.0,32.662,-85.0916,Hydro,1966.271676300578,
FRA,Baie-Mahault,WRI1024102,16.98945,16.2516,-61.5922,Solar,,
BRA,Nova Moreno,BRA0029645,15.504,-20.8238,-49.7558,Biomass,,
CHN,Ejin A,WKS0070287,40.0,41.871,100.951,Solar,,
GBR,The Stables,GBR0001510,1.8,52.5766,-1.4068,Solar,,
FRA,Pontenx-les-Forges,WRI1025166,2.5,44.255,-1.0878,Biomass,,
BRA,Taíba Andorinha,BRA0030373,14.7,-3.5283,-38.8985,Wind,2014.0,
BRA,Santo Antônio,BRA0029053,3.0,-28.4551,-49.5984,Wind,2011.0,
USA,Hardison Farm Solar  LLC,USA0060415,,35.8308,-77.0219,Solar,2016.0,MISSING_CAPACITY
BRA,Chaminé,BRA0000753,18.0,-25.8153,-49.0606,Hydro,1930.0,
FRA,La Bastide-du-Salat,WRI1025576,1.24,43.0609,0.9998,Hydro,,
USA,GSPP Held LLC CSG,USA0062829,3.0,45.5268,-94.2847,Solar,2019.0,
USA,Chatham,USA0058254,7.300000000000001,42.9344,-85.3475,Gas,2014.9726027397255,
CHN,Nangang CT,WKS0064698,6.1,31.8628,117.0923,Solar,,
FRA,Lons,WRI1024956,4.51518,43.3212,-0.4018,Solar,,
FRA,Nohic,WRI1024951,4.55335,43.8884,1.4385,Solar,,
GBR,Wind Farm Africa Alive,GBR0002988,4.1,52.4148,1.7028,Wind,,
FRA,Saint-Laurent-du-Maroni,WRI1025167,2.49572,4.9463,-53.978,Solar,,
CHN,Manwan,WRI1000477,1605.0,24.62,100.45,Hydro,1995.0,
ITA,LANZADA,WRI1002902,188.0,46.2693,9.8692,Hydro,,
USA,Whispering Willow Wind Farm - East,USA0056355,199.7,42.6305,-93.2064,Wind,2010.0,
IND,Sircilla Acme,WKS0067117,30.0,18.302,78.892,Solar,,
USA,SDM000 Clarkson Fuel Cell,USA0063647,1.8,40.6551,-73.9441,Gas,2018.0,
GBR,Slough,GBR1000439,35.0,51.5095,-0.5954,Cogeneration,,
USA,Stampede,USA0007066,3.6,39.4704,-120.1046,Hydro,1988.0,
USA,Galesville Project,USA0050938,1.6,42.8489,-123.1778,Hydro,1987.0,
USA,Woodland,USA0007266,199.00000000000003,37.6526,-121.0204,Gas,2002.4934673366836,
BRA,Santa Adélia,BRA0028186,1.0,-23.244,-47.7685,Hydro,2006.0,
FRA,Jouy-aux-Arches,WRI1025014,4.0,49.0644,6.0867,Hydro,,
FRA,Euvy,WRI1023982,,48.7251,3.9935,Wind,,MISSING_CAPACITY
BRA,São José,BRA0028922,50.0,-3.0543,-59.9404,Oil,2008.0,
CHN,Maanshan - Masteel Coal,WRI1070765,525.0,31.7328,118.4892,Coal,,
NOR,Fausa,WRI1003120,8.0,62.3575,6.8948,Hydro,,
TUR,EÜAS Ambarlı FO Sant. Istanbul,WRI1018692,,40.9787,28.6993,Oil,,MISSING_CAPACITY
CHN,Jianggang G,WKS0066833,12.0,32.642,120.959,Solar,,
CAN,Sundance,CAN0002088,2141.0,53.5075,-114.5569,Coal,,
CHN,Sichuan Province Yingxiongpo,WRI1072110,56.0,27.465,102.5931,Hydro,,
FRA,Chatuzange-le-Goubet,WRI1025764,1.02274,45.0113,5.0967,Solar,,
DZA,Reggane,WKS0068907,5.0,26.768,0.137,Solar,,
ITA,NUOVA GABBRO,WRI1021705,19.0,42.2612,10.8853,Geothermal,2002.0,
USA,Nexamp Peak CSG,USA0060879,2.0,42.5621,-73.2871,Solar,2016.0,
CAN,William Rutley,CAN0008561,10.0,45.0076,-74.9746,Solar,,
USA,Oak Street Solar,USA0063690,3.5,42.1486,-72.4969,Solar,2020.0,
PAN,Divisa Solar,WKS0065072,9.9,8.185,-80.711,Solar,,
IND,KAKATIYA TPP,IND0000171,1100.0,18.3835,79.8265,Coal,2012.0,
DEU,Kleinaitingen Solar Power Plant,WRI1030372,5.0,48.2145,10.8664,Solar,,
BRA,Rio Tigre,BRA0002514,2.08,-27.1231,-52.7658,Hydro,1964.0,
USA,Buddy Solar,USA0058735,4.0,35.5419,-80.3633,Solar,2015.0,
FRA,Vitrolles,WRI1024661,8.36897,43.45,5.2634,Solar,,
GBR,Testwood Water Supply Works,GBR0006329,1.9,50.9325,-1.4979,Solar,,
CHN,Datang Heshan power station,WRI1070374,1330.0,23.8218,108.8669,Coal,2003.0,
GBR,East Culkae,WKS0065372,3.9,54.79,-4.445,Solar,,
USA,Bayshore Solar A  LLC,USA0060481,20.0,34.6678,-118.2981,Solar,2018.0,
BRA,Hospital São Vicente de Paulo,BRA0031748,1.68,-28.256,-52.403,Oil,2015.0,
GBR,Wheal Jane,GBR0001032,1.42,50.2376,-5.1228,Solar,,
CHN,Changji Fukang power station,WRI1070227,270.0,44.1419,88.017,Coal,2010.0,
CHN,Tianjin Binhai,WKS0065772,170.0,39.128,117.652,Solar,,
CZE,Dřínov Solar Power Plant,WRI1029481,2.5,49.2887,17.2316,Solar,,
GBR,Mynydd Portref Wind Farm extension,GBR0004194,12.0,51.5604,-3.4496,Wind,,
IND,Gangapura,WKS0064345,7.0,27.925,72.891,Solar,,
IND,EMCO Sonurle Wind Farm,WRI1026662,9.0,16.8265,73.9269,Wind,,
CHL,LIRCAY,CHL0001063,19.0,-35.5373,-71.2614,Hydro,,
USA,TalenEnergy Martins Creek LLC Lock Haven,USA0003147,18.5,41.1189,-77.4709,Oil,1969.0,
TUR,Askale,WKS0071381,5.9,39.938,40.6854,Solar,,
USA,Thunderbird Generator (Tbird),USA0063575,1.0,38.4689,-96.2536,Oil,2019.0,
BRA,Areia Branca,BRA0030340,27.3,-4.9686,-36.9009,Wind,2014.0,
GBR,Fen Road Solar Farm,GBR0001367,1.441,52.9658,-0.0717,Solar,,
ESP,CTCC ESCOMBRERAS,WRI1006415,815.64,37.5732,-0.9392,Gas,2006.0,
GBR,Allt Garbh hydro,GBR0000454,1.5,57.2559,-5.0186,Hydro,,
CHN,Huadian Yaochi Power station Unit 2,WRI1070496,200.0,35.0623,108.0755,Coal,2010.0,
MEX,Azucarera La Fé,MEX0006648,13.1,16.2767,-92.4541,Biomass,,
RUS,TPP VTI,WRI1061846,18.0,55.7053,37.6488,Other,,
PHL,SaCaSol 1C/D,WKS0064793,23.0,10.523,123.43,Solar,,
CHE,Wolfenschiessen,WRI1004644,6.6,46.9032,8.3942,Hydro,1945.0,
USA,OCI Alamo Solar I Hybrid,USA0058537,41.7,29.2717,-98.4447,Solar,2014.0479616306957,
GTM,Ortitlán,WRI1061454,25.2,14.41,-90.607,Geothermal,2007.0,
CAN,Hollow Bridge,CAN0007951,5.3,45.0036,-64.3764,Hydro,,
AUT,Greifenstein,WRI1005179,,48.3553,16.2424,Hydro,1985.0,MISSING_CAPACITY
USA,Shoshone (WY),USA0004183,3.0,44.5029,-109.1812,Hydro,1922.0,
USA,Elwood Energy Storage Center,USA0059959,19.8,41.8969,-88.2227,Storage,2015.0,
ESP,Azonilla,WKS0065994,8.0,38.7462,-5.5308,Solar,,
CHN,Ganluo Aga,WRI1072115,21.0,28.7597,102.8567,Hydro,,
